bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
shut up,930,31,54,5,8,12,1,111
get better,930,25,12,3,4,3,0,47
don’t want,930,15,21,3,1,4,0,44
state champion,930,0,0,0,0,0,0,0
staff writer,929,54,59,9,1,3,0,126
fluent in,929,12,45,1,0,6,0,64
for children,929,6,14,1,1,3,0,25
of faith,929,3,11,1,0,0,0,15
history teacher,928,27,34,5,0,2,1,69
many more,928,14,21,2,1,2,0,40
meant to,928,8,15,3,1,0,0,27
radio host,928,11,7,0,1,1,0,20
support and,928,6,6,2,0,0,0,14
that provides,928,1,1,0,0,0,0,2
of video,927,82,47,9,6,5,1,150
as fuck,927,33,50,24,13,14,1,135
sh t,927,4,24,2,2,0,0,32
the morning,927,11,12,0,1,0,0,24
pray for,927,6,8,0,2,1,1,18
and helping,927,7,4,0,2,0,0,13
not all,926,21,27,2,1,1,1,53
it like,926,4,10,0,0,0,0,14
years experience,926,1,3,1,1,0,0,6
hockey and,925,27,36,2,0,6,1,72
of technology,925,20,9,4,1,0,0,34
real madrid,925,2,3,0,0,0,0,5
fighting game,924,113,18,12,9,2,3,157
s in,924,21,30,2,3,6,0,62
of black,924,13,33,4,1,2,0,53
chelsea fc,924,12,2,0,0,0,0,14
our own,924,8,4,2,0,0,0,14
me happy,923,9,34,1,4,3,1,52
mechanical engineer,923,28,15,0,2,1,0,46
realtor with,923,1,1,0,0,0,0,2
fan club,922,24,33,6,3,11,0,77
place in,922,28,25,1,4,3,0,61
front of,922,23,25,5,1,2,0,56
is never,922,15,24,1,1,5,1,47
way you,922,4,11,2,0,1,0,18
twitter and,921,25,24,7,2,2,0,60
no i,920,24,35,7,0,6,2,74
the wrong,920,20,19,8,1,3,2,53
my ass,920,13,24,9,2,2,0,50
the house,920,11,15,6,3,5,0,40
or you,920,18,5,2,2,2,1,30
in paradise,920,6,12,0,1,0,0,19
network of,920,4,3,0,0,0,0,7
dungeon master,919,216,56,28,23,10,1,334
mostly just,919,69,63,20,14,9,0,175
mod for,919,40,62,13,6,13,1,135
data analyst,919,43,23,6,2,1,0,75
but now,919,17,26,3,2,2,0,50
to run,919,18,14,1,1,2,0,36
' ',919,11,19,2,0,2,0,34
through a,919,13,15,1,0,2,0,31
retired army,919,1,2,0,0,0,0,3
be more,918,24,36,3,2,1,1,67
and design,918,21,31,5,5,3,2,67
a d,918,17,8,2,3,1,0,31
yankees fan,918,13,13,0,0,0,0,26
serial entrepreneur,918,5,1,0,0,0,0,6
w/ a,917,23,36,3,2,1,0,65
and future,917,27,28,2,1,3,2,63
for friends,917,28,18,6,8,2,0,62
my thing,917,13,28,1,0,5,0,47
engaged to,916,43,43,19,7,13,3,128
learn how,916,9,4,1,2,0,0,16
belong to,915,21,31,7,2,1,0,62
a heart,915,24,26,5,2,4,0,61
about life,915,12,17,5,0,0,1,35
than your,915,16,13,2,1,2,0,34
the gop,915,10,9,0,0,0,0,19
46 5,915,0,11,0,0,1,0,12
web 3,915,2,2,0,0,0,0,4
and occasional,914,60,47,8,4,2,1,122
my content,914,21,25,7,10,5,2,70
outlook com,914,27,24,4,3,3,0,61
play the,914,32,21,3,1,2,0,59
and photographer,914,18,18,6,7,3,1,53
did i,914,14,26,2,2,3,0,47
and videos,914,15,6,2,2,0,0,25
in crypto,914,0,0,0,0,1,0,1
free palestine,913,102,96,32,19,30,3,282
law student,913,39,78,3,4,5,1,130
and animal,913,15,44,5,4,2,1,71
me here,913,21,26,4,1,3,1,56
live with,913,7,18,2,1,1,0,29
of women,913,0,23,0,0,3,0,26
guide to,912,11,24,3,1,2,0,41
heart is,912,9,26,0,0,6,0,41
2 amazing,912,4,13,1,0,1,0,19
in las,912,7,5,1,0,0,0,13
community manager,911,53,47,9,3,10,2,124
america and,911,3,6,1,0,0,0,10
rights are,910,167,141,24,7,15,5,359
running for,910,36,25,1,1,4,0,67
time on,910,23,29,1,2,4,0,59
for yourself,910,5,8,2,1,1,0,17
power to,909,16,25,0,1,5,1,48
and creative,909,8,24,2,1,2,0,37
minding my,909,0,11,1,2,4,0,18
from time,908,31,19,5,4,0,2,61
hello my,908,19,18,9,1,3,2,52
my children,908,6,12,1,0,1,0,20
and events,908,4,4,0,0,0,0,8
person of,907,29,16,10,0,6,0,61
to yourself,907,15,30,3,2,6,1,57
a god,907,12,15,10,2,6,0,45
fuck it,907,13,18,3,1,2,0,37
work to,907,7,14,0,1,1,0,23
key to,907,7,2,0,0,2,0,11
training and,907,3,4,0,0,1,0,8
reflect the,906,45,34,4,1,0,0,84
make people,906,25,10,4,2,4,1,46
always on,906,17,20,2,0,1,1,41
next door,906,9,21,5,0,6,0,41
the east,906,10,12,3,1,3,1,30
goes on,906,10,15,4,0,0,0,29
lets go,906,9,5,0,0,2,0,16
3 4,906,2,5,1,0,0,0,8
s c,906,4,3,0,0,1,0,8
basketball team,906,1,0,0,0,0,0,1
but in,905,21,30,9,1,6,1,68
youtube videos,905,41,12,2,3,4,2,64
http //youtu,905,16,8,0,1,3,0,28
like sports,905,6,6,1,1,2,0,16
in seattle,904,46,36,4,6,1,1,94
laugh at,904,29,20,2,0,2,0,53
my lord,904,1,3,0,0,0,0,4
bad bitch,903,10,38,7,0,5,0,60
music for,903,31,8,2,2,1,1,45
i came,903,13,20,5,0,4,1,43
channel https,903,14,9,1,0,1,0,25
nascar fan,903,10,7,1,1,0,1,20
3 3,903,5,3,0,0,0,0,8
at university,902,32,29,2,0,1,1,65
ability to,902,8,11,2,1,2,0,24
jersey girl,901,0,73,0,0,1,0,74
civil engineer,901,13,13,0,3,0,0,29
future is,901,8,12,0,1,3,0,24
to lose,901,6,12,4,0,2,0,24
to book,901,3,9,2,2,8,0,24
small businesses,901,4,15,1,0,2,0,22
based out,901,10,3,1,1,0,0,15
book nerd,900,35,110,6,1,8,0,160
is mine,900,29,26,7,2,3,1,68
being the,900,10,11,3,2,0,0,26
to us,900,6,6,1,1,3,0,17
// ig,899,8,26,2,1,2,0,39
and families,899,0,7,0,0,0,0,7
a conservative,899,1,1,0,0,0,0,2
and memes,898,39,29,6,8,11,1,94
with that,898,18,23,3,2,11,0,57
the answer,898,8,23,2,0,1,0,34
iowa state,898,15,13,1,0,3,0,32
and women,898,8,11,1,0,3,2,25
people that,898,7,8,0,0,0,0,15
a sports,898,2,5,0,0,0,0,7
and retweets,897,34,28,3,3,6,1,75
i tell,897,26,24,3,2,3,0,58
my little,897,17,28,3,3,3,0,54
known for,897,18,16,4,1,2,0,41
is right,897,7,10,0,2,0,1,20
ultra maga,897,0,0,0,0,0,0,0
cause i,896,13,16,3,2,6,1,41
my eyes,896,8,23,2,0,4,0,37
about our,896,8,8,1,0,2,0,19
horse racing,896,3,3,2,0,0,0,8
dad jokes,895,69,24,2,2,4,1,102
streamer http,895,34,24,11,1,4,1,75
just love,895,14,30,2,1,3,0,50
with her,895,4,32,1,0,3,0,40
i’ll be,894,20,30,6,1,4,0,61
afraid of,894,12,21,3,4,5,0,45
do this,894,17,16,2,0,0,0,35
be me,894,10,18,1,0,2,0,31
non-profit organization,894,0,0,0,0,0,0,0
pc gamer,893,55,27,3,0,5,0,90
do things,893,39,23,3,2,4,0,71
time in,893,17,13,4,0,0,0,34
know more,893,7,11,1,0,1,1,21
and occasionally,892,42,44,4,4,4,0,98
about everything,892,24,26,2,2,2,0,56
and beer,892,27,20,0,2,0,0,49
love your,892,8,22,0,2,1,2,35
world champion,892,22,9,0,2,0,0,33
married and,892,9,12,2,2,2,1,28
would love,892,13,9,2,2,2,0,28
most beautiful,892,4,13,2,0,2,0,21
according to,891,39,29,6,4,4,0,82
and producer,891,28,17,7,1,2,1,56
and sell,891,4,6,2,0,4,0,16
love family,891,2,8,0,0,0,0,10
if not,890,20,22,6,2,1,1,52
short to,890,4,12,0,1,2,0,19
for their,890,6,7,3,0,1,0,17
a mi,890,0,1,0,0,0,0,1
commissions closed,889,81,132,56,29,53,0,351
coordinator at,889,17,25,4,1,4,0,51
that's all,889,11,13,2,2,1,0,29
me just,889,3,12,3,2,4,0,24
honest and,889,1,3,0,0,0,0,4
the mission,889,2,1,1,0,0,0,4
find us,889,1,1,1,0,0,0,3
for justice,888,20,43,4,1,2,0,70
in front,888,21,24,6,1,2,0,54
don’t let,888,11,16,4,0,0,0,31
a hard,888,9,5,3,1,0,0,18
help with,888,6,4,0,0,0,0,10
- my,887,39,35,7,4,6,0,91
usmc vet,887,20,8,0,1,2,0,31
source of,887,8,10,0,1,0,0,19
learn about,887,6,5,1,0,0,0,12
reader of,886,20,84,4,2,3,1,114
show host,886,9,6,1,2,2,1,21
jesus and,886,8,9,0,0,0,0,17
nft collection,886,1,3,0,0,0,0,4
and playing,885,33,30,2,2,5,0,72
d m,885,10,12,2,0,3,0,27
nfts and,885,9,6,0,0,2,0,17
in heaven,885,3,6,1,1,1,0,12
to helping,885,1,7,1,0,0,0,9
division of,885,0,3,0,0,0,0,3
better world,884,25,23,4,4,1,1,58
l e,884,5,8,3,1,2,0,19
mission of,884,0,0,0,0,0,0,0
http //paypal,883,26,31,10,4,2,0,73
a work,883,13,32,3,1,2,0,51
better to,883,11,12,0,1,3,0,27
l i,883,5,13,4,0,0,0,22
de las,883,3,2,0,0,0,0,5
supposed to,882,27,22,8,2,2,0,61
wanting to,882,23,14,6,1,5,1,50
now i'm,882,17,26,0,0,2,2,47
also have,882,21,10,2,0,4,3,40
an awesome,882,16,19,2,1,0,0,38
love love,882,3,23,2,1,0,0,29
happiness is,882,5,7,0,1,2,0,15
3 6,882,1,2,0,0,0,0,3
be found,881,27,26,9,3,7,0,72
i build,881,21,14,2,4,3,0,44
hanging out,881,13,26,3,2,0,0,44
let’s get,881,4,17,1,1,2,0,25
no time,881,12,11,1,1,0,0,25
the health,881,0,4,0,0,0,0,4
really like,880,44,54,10,9,14,3,134
of these,880,18,17,3,0,1,0,39
during the,880,15,13,0,0,0,2,30
a former,880,9,13,1,0,1,0,24
go dawgs,880,5,12,0,0,0,0,17
a king,880,7,6,0,1,0,0,14
information and,880,2,3,1,0,1,0,7
and data,879,37,14,3,0,1,2,57
a student,879,13,17,1,2,2,0,35
wish to,879,9,19,4,2,0,0,34
to many,879,12,15,2,0,3,0,32
opportunity for,879,5,1,0,0,0,0,6
state champs,879,2,1,0,0,0,0,3
get me,878,14,16,1,1,2,0,34
by nature,878,8,20,0,0,1,0,29
a fuck,878,9,10,6,2,1,1,29
trump and,878,3,3,0,0,0,0,6
games on,877,55,30,3,5,4,1,98
movies tv,877,32,27,1,0,1,1,62
and media,877,23,19,5,3,7,1,58
adjunct professor,877,11,18,3,1,1,0,34
what happens,877,13,11,0,0,0,0,24
visit us,877,2,0,0,0,0,0,2
a full-service,877,0,0,0,0,0,0,0
writer reader,876,32,154,9,2,12,0,209
own opinions,876,42,42,5,1,1,0,91
not much,876,32,22,3,0,5,0,62
and this,876,17,27,3,2,2,1,52
wanted to,876,11,18,0,1,2,0,32
just being,876,12,8,2,0,2,0,24
sports nut,876,12,8,0,0,0,0,20
christ is,876,2,1,1,0,0,0,4
outdoor enthusiast,875,20,35,1,1,1,0,58
university alumna,875,0,30,0,0,3,0,33
the global,875,4,5,2,1,2,0,14
utm medium,875,2,9,0,1,0,0,12
ny giants,875,4,1,0,0,1,0,6
punk rock,874,50,34,3,5,2,1,95
make videos,874,53,18,2,1,7,0,81
champion of,874,20,27,4,0,2,0,53
just have,874,14,21,1,2,1,0,39
call it,874,17,15,0,1,6,0,39
me so,874,9,22,1,1,6,0,39
is beautiful,874,8,8,2,1,3,0,22
feed for,874,3,1,2,0,0,0,6
artist gamer,873,47,88,16,6,13,5,175
alt account,873,73,27,13,8,4,1,126
enthusiast -,873,38,30,6,7,6,2,89
and find,873,13,19,2,1,2,0,37
from new,873,16,11,0,4,2,0,33
and are,872,29,14,2,1,2,0,48
why not,872,15,12,3,1,1,0,32
happy and,872,10,10,2,1,0,0,23
world with,872,4,11,0,1,3,0,19
never let,872,4,6,1,0,0,0,11
my brain,871,35,55,14,7,5,2,118
get paid,871,12,16,1,1,2,0,32
by providing,871,0,0,0,0,0,0,0
destiny 2,870,60,42,11,4,10,2,129
in person,870,17,34,4,1,4,1,61
grow up,870,20,30,2,0,6,0,58
for social,870,14,31,5,1,2,0,53
fur babies,870,7,25,1,1,1,0,35
looking forward,870,8,11,1,0,0,1,21
carrd co,869,61,104,36,16,28,3,248
go by,869,45,46,20,16,16,6,149
joe biden,869,8,3,3,0,0,0,14
shit and,868,38,23,14,2,4,1,82
the guy,868,43,0,2,5,0,1,51
instead of,868,14,23,11,0,2,1,51
the crypto,868,0,2,0,0,0,0,2
candidate in,867,47,91,6,4,6,1,155
playing games,867,45,23,1,7,3,1,80
and say,867,12,14,2,1,2,2,33
to three,867,5,17,0,1,3,0,26
of health,867,6,19,0,0,1,0,26
your real,867,2,0,0,0,0,0,2
liberal democrat,866,10,22,0,0,0,0,32
it’s the,866,11,14,0,2,2,0,29
together we,866,4,12,0,0,1,2,19
fun to,866,5,5,1,0,1,0,12
and fantasy,865,40,53,8,1,3,1,106
geek and,865,46,37,0,2,3,0,88
rights advocate,865,13,52,3,5,5,0,78
blue in,865,8,27,0,0,0,0,35
only way,865,7,11,6,0,2,0,26
/ ig,865,8,8,4,1,2,0,23
we don't,865,10,8,1,1,0,0,20
open source,864,68,23,2,4,3,1,101
winner of,864,28,21,4,1,3,0,57
when i’m,864,21,17,3,0,2,0,43
in ny,864,11,18,1,0,0,0,30
my real,863,13,31,2,6,3,0,55
shit i,863,20,15,3,2,4,0,44
p s,863,12,13,2,0,1,0,28
independent thinker,863,1,5,1,0,0,0,7
program director,862,17,30,0,1,3,0,51
so if,861,16,16,3,3,3,0,41
special needs,861,13,16,1,0,1,0,31
something to,861,7,13,4,0,1,1,26
i'm from,861,9,9,3,0,3,1,25
50 years,861,2,3,0,1,0,0,6
aspiring writer,860,72,56,12,6,6,1,153
up my,860,15,19,2,2,5,4,47
/ http,860,19,15,5,3,3,0,45
of stuff,859,43,53,6,1,4,2,109
meet you,859,33,27,2,5,5,2,74
spare time,859,25,19,6,1,2,1,54
has the,859,12,8,2,2,2,0,26
a local,859,9,10,3,2,1,0,25
west virginia,859,9,11,1,0,0,0,21
steelers fan,859,8,5,0,0,0,1,14
and commercial,859,2,3,0,0,0,0,5
big time,858,16,25,3,1,1,0,46
lover i,858,11,27,1,0,2,0,41
go blue,858,11,20,0,1,1,0,33
gym rat,858,14,12,1,0,1,0,28
in yourself,858,7,5,0,0,2,0,14
of freedom,858,4,5,0,0,0,0,9
and maybe,857,27,20,6,4,6,3,66
to 1,857,3,19,1,0,0,0,23
thanks to,857,6,15,0,0,1,0,22
usmc veteran,857,6,6,1,0,0,0,13
represent my,856,57,55,6,5,5,1,129
in english,856,29,40,4,1,6,0,80
everyone is,856,16,28,2,1,4,0,51
sub to,856,5,12,0,0,5,0,22
home and,856,10,10,0,1,0,0,21
35 years,856,3,4,1,0,0,0,8
students in,856,0,8,0,0,0,0,8
baseball player,856,4,0,0,0,0,0,4
and there,855,24,23,0,2,5,2,56
dream of,855,10,14,2,2,1,1,30
nft and,855,4,2,0,0,0,0,6
insurance agent,855,0,3,0,0,0,1,4
o que,855,0,2,0,0,0,0,2
please don’t,854,21,40,10,6,10,4,91
artist photographer,854,12,35,6,7,5,0,65
a healthy,854,14,10,0,0,2,0,26
with family,854,2,4,0,0,0,0,6
the rich,853,55,72,21,11,14,2,175
reporter at,853,16,34,4,2,1,0,57
do my,853,21,16,5,4,2,0,48
years ago,853,8,16,1,0,1,1,27
my body,852,16,46,4,2,4,1,73
- not,852,21,19,3,3,2,0,48
love what,852,5,8,1,0,0,0,14
the hottest,852,4,4,0,0,2,0,10
business owners,852,0,0,0,0,0,1,1
my face,851,19,28,5,1,4,1,58
a teacher,851,10,27,0,0,0,1,38
that was,851,12,15,0,2,2,0,31
one thing,851,11,17,1,0,2,0,31
and sharing,851,5,7,1,1,1,0,15
all ages,851,3,3,0,0,1,0,7
8 gpa,851,0,0,0,0,0,0,0
tweets mine,850,63,107,1,1,7,1,180
i sometimes,850,68,39,11,5,9,3,135
game player,850,82,23,13,4,3,0,125
the memes,850,19,22,2,3,3,1,50
know it,850,14,13,3,1,1,2,34
resource for,850,1,1,0,0,0,1,3
and creator,849,18,21,2,2,5,1,49
a boy,849,22,8,6,4,0,0,40
a chance,849,8,9,2,0,3,1,23
come and,849,4,12,1,0,0,1,18
and grow,849,5,9,1,0,1,1,17
a y,849,2,5,1,0,0,0,8
to succeed,849,1,2,0,1,0,0,4
producer at,848,43,37,5,1,3,0,89
developer and,848,47,20,4,4,0,0,75
graphic artist,848,20,20,1,1,2,1,45
states of,848,5,2,1,0,0,0,8
and retweet,847,40,18,4,9,6,3,80
my friend,847,22,22,5,3,7,2,61
i won’t,847,11,23,3,0,5,2,44
it’s just,847,12,14,5,3,2,0,36
fantasy sports,847,8,1,0,1,0,0,10
of fun,846,19,20,1,2,0,1,43
arts culture,846,5,10,0,0,0,1,16
you’re not,845,12,32,4,0,10,2,60
come from,845,13,14,0,0,2,1,30
and 1,845,8,13,5,1,1,0,28
the goat,845,4,3,4,2,0,0,13
within the,845,2,4,2,0,1,0,9
anime fan,844,50,34,4,3,4,1,96
in dallas,844,10,3,0,0,1,0,14
estate professional,844,0,1,0,0,0,0,1
hot takes,843,30,37,10,4,4,0,85
if they,843,11,11,0,2,0,1,25
the field,843,2,10,1,0,0,0,13
radio show,843,6,3,0,1,1,0,11
shop for,843,2,7,1,0,0,0,10
sports cards,843,1,0,1,0,0,0,2
hello i'm,842,31,30,10,4,8,6,89
young men,842,2,6,0,0,0,0,8
over 20,842,3,2,0,0,1,0,6
avid gamer,841,55,14,5,2,3,1,80
a c,841,15,33,7,2,5,0,62
i’m also,841,17,21,3,3,4,3,51
around me,841,8,21,3,0,1,0,33
not interested,840,13,14,1,0,4,1,33
support for,840,12,12,0,1,0,0,25
to ensure,840,3,1,0,0,0,0,4
- no,839,41,25,6,5,6,3,86
movie lover,839,33,28,1,1,2,0,65
take your,839,10,12,2,0,0,0,24
emmy award,839,13,6,0,0,2,0,21
news alerts,839,0,0,0,0,0,0,0
http //amzn,838,28,25,2,2,1,0,58
nfl nba,838,0,0,0,0,0,0,0
it has,837,9,15,1,0,1,0,26
love laugh,837,1,2,0,2,0,0,5
love america,837,0,4,0,1,0,0,5
keep going,836,9,26,0,2,2,0,39
new mexico,836,12,9,2,3,0,0,26
come on,836,9,10,2,1,4,0,26
judge me,836,6,9,0,0,1,0,16
basketball program,836,0,0,0,0,0,0,0
please do,835,28,54,16,6,14,2,120
not follow,835,29,29,17,2,7,2,86
way in,835,22,15,3,3,5,0,48
believer of,835,6,24,2,0,2,1,35
your eyes,835,12,12,2,1,2,0,29
to new,835,13,10,1,1,1,0,26
grateful for,835,4,13,0,1,1,0,19
live by,835,4,5,3,1,0,0,13
24 years,834,24,30,3,4,3,2,66
the sea,834,19,30,7,3,5,1,65
went to,834,14,19,2,2,2,0,39
//m youtube,834,7,3,0,2,0,0,12
artist for,833,41,38,11,8,8,0,106
don't get,833,13,14,2,1,1,1,32
your time,833,10,13,0,0,0,0,23
guy i,832,39,2,1,1,0,0,43
for info,832,18,15,4,0,5,0,42
and happy,832,13,15,3,2,6,0,39
publisher of,832,15,5,0,0,0,0,20
follow your,832,8,8,1,0,0,0,17
writer /,831,46,37,9,2,8,0,102
video gamer,831,49,18,5,2,1,2,77
streaming on,831,30,12,3,2,4,0,51
for kids,831,6,37,5,2,0,0,50
super fan,831,19,18,2,0,2,0,41
old i,831,12,16,6,0,5,1,40
producer /,831,12,4,2,1,0,0,19
our goal,831,0,0,0,0,0,0,0
co-creator of,830,72,45,6,5,4,0,132
fueled by,830,24,73,3,5,4,0,109
super bowl,830,5,1,0,0,0,0,6
to ask,829,17,21,6,4,2,0,50
there's a,829,21,18,8,1,0,1,49
of color,829,8,34,4,1,2,0,49
all we,829,17,17,0,0,2,2,38
to their,829,14,6,3,3,5,0,31
the san,829,8,3,0,1,0,0,12
4 5,829,0,6,0,0,1,0,7
football team,829,3,0,0,1,0,0,4
support our,829,2,1,0,0,0,0,3
come here,828,9,18,2,2,0,0,31
website http,828,8,9,2,1,2,0,22
football basketball,828,9,3,0,0,0,0,12
organization that,828,0,0,0,0,0,0,0
me what,827,14,18,2,3,1,1,39
the golden,827,8,20,1,0,1,0,30
ideas and,827,6,11,3,1,2,0,23
sister aunt,827,0,19,0,0,0,0,19
fitness and,827,10,4,1,0,1,0,16
big brother,826,26,8,1,0,1,0,36
are personal,826,16,6,0,0,0,1,23
day by,826,7,10,3,1,2,0,23
beauty and,826,3,13,2,0,1,0,19
and financial,826,1,2,0,0,0,0,3
only nsfw,825,57,22,13,3,8,1,104
artist in,825,26,44,11,2,9,1,93
biggest fan,825,26,41,4,2,2,0,75
mom i,825,0,63,1,0,4,0,68
or just,825,24,14,2,1,2,0,43
and yes,825,12,18,2,5,1,0,38
native texan,825,5,18,0,0,1,0,24
love our,825,3,7,0,0,0,0,10
s navy,825,6,1,0,0,0,1,8
god has,825,3,1,1,0,0,0,5
marketing manager,824,15,55,0,1,1,1,73
love video,824,35,10,4,6,5,1,61
t o,824,24,5,3,0,2,0,34
us all,824,8,17,3,0,2,0,30
below to,824,6,8,0,2,3,0,19
single father,824,8,0,0,0,0,0,8
and write,823,38,43,16,4,6,0,107
virginia tech,823,20,32,1,0,1,0,54
in brooklyn,823,16,21,1,3,2,0,43
and photography,823,19,10,2,1,1,0,33
working out,823,7,7,1,1,0,0,16
speaker author,823,3,11,0,0,1,0,15
pinned tweet,822,29,41,10,12,15,1,108
most likely,822,23,45,7,1,3,0,79
not like,822,20,25,5,2,4,2,58
say it,822,10,7,2,0,1,0,20
voice for,822,10,7,1,0,2,0,20
building the,822,10,7,0,1,0,0,18
we work,822,0,2,0,0,0,0,2
trump 2024,822,0,0,0,0,0,0,0
gen x,821,28,76,4,0,4,1,113
animal rights,821,5,16,0,1,0,0,22
draw and,820,41,59,16,19,20,1,156
equality for,820,19,32,1,1,0,0,53
how we,820,13,17,1,0,1,0,32
get back,820,5,19,2,1,1,0,28
the story,820,11,8,2,0,1,2,24
lost my,820,10,9,2,1,0,0,22
am me,820,9,7,2,0,1,0,19
a leader,820,2,3,0,0,0,0,5
writer photographer,819,28,49,3,3,5,1,89
r d,819,28,15,5,0,3,0,51
law school,819,15,24,2,0,3,0,44
i’m back,819,4,9,1,1,0,0,15
north america,819,4,4,0,0,0,0,8
college grad,818,22,29,3,0,1,1,56
the podcast,818,21,14,1,1,1,1,39
hockey player,818,23,11,0,0,0,0,34
stop the,818,6,8,1,0,0,0,15
us a,818,1,5,0,0,1,0,7
y de,818,1,5,0,0,0,0,6
like video,817,95,42,12,6,9,0,164
a relationship,817,16,20,4,2,2,1,45
form of,817,14,16,3,3,1,0,37
in everything,817,11,9,4,0,1,0,25
sometimes you,817,11,10,0,1,0,0,22
stay in,817,1,11,1,0,1,0,14
told me,816,19,26,2,1,6,0,54
nc state,816,15,22,0,1,0,0,38
streamer for,816,22,10,4,0,0,0,36
partner at,816,11,12,0,0,1,0,24
s i,816,5,9,2,0,1,0,17
a los,816,2,4,0,0,0,0,6
thank god,816,2,2,1,0,0,0,5
and im,815,15,14,7,2,5,3,46
such a,815,7,29,0,1,2,1,40
http //amazon,815,21,12,4,0,1,0,38
me how,815,14,20,2,0,2,0,38
of houston,815,13,11,1,0,0,0,25
for 20,815,11,9,1,0,1,1,23
add my,815,1,3,1,1,1,0,7
stock trader,815,3,0,0,0,0,0,3
baptist church,815,1,1,0,0,0,0,2
the path,814,12,10,1,2,1,0,26
a democrat,814,4,9,0,1,1,0,15
members of,814,3,2,1,0,0,0,6
profile picture,812,95,32,13,6,9,4,159
and film,812,41,27,5,5,2,0,80
love playing,812,16,10,3,2,1,0,32
a dm,812,14,10,2,1,2,0,29
the work,812,10,13,0,1,1,0,25
change your,812,5,10,1,0,0,0,16
trust in,812,2,5,0,0,2,0,9
repped by,811,51,171,14,2,12,1,251
twitter i,811,21,24,4,1,3,0,53
happens to,811,12,23,4,1,1,0,41
in you,811,17,14,2,3,0,0,36
with others,811,12,11,1,1,1,0,26
of michigan,811,13,10,0,0,0,0,23
com/watch v,811,8,4,1,1,0,0,14
and nfts,811,4,4,0,0,0,0,8
marketing agency,811,2,1,0,0,0,0,3
of fine,810,25,19,3,1,3,0,51
of arizona,810,10,17,1,0,1,0,29
media marketing,810,3,14,1,0,0,0,18
years i,810,7,5,1,2,0,0,15
school sports,810,2,0,0,0,0,0,2
my dad,809,13,17,4,0,1,0,35
you wish,809,7,18,0,0,0,1,26
texas state,809,5,10,1,0,1,0,17
3 kids,809,4,13,0,0,0,0,17
h s,809,2,7,2,1,0,0,12
2 2,809,2,4,2,0,2,0,10
fan go,809,5,3,0,0,0,0,8
dm us,809,0,1,0,0,0,0,1
web designer,808,15,21,6,1,1,0,44
here so,808,17,15,4,1,2,0,39
athletic trainer,808,5,16,0,0,0,0,21
l o,808,4,9,3,0,2,0,18
donald trump,808,4,2,1,0,0,0,7
are human,807,167,136,22,7,15,6,353
good in,807,13,20,1,3,1,0,38
the government,807,9,10,3,2,2,0,26
your head,807,5,14,2,0,0,0,21
el mundo,807,0,4,0,0,0,0,4
and bad,806,45,41,4,6,4,3,103
love anime,806,19,29,7,4,5,2,66
me no,806,13,16,6,0,4,1,40
rocket league,806,25,9,1,4,1,0,40
and wine,806,12,26,0,1,0,0,39
my blog,806,13,19,0,2,2,1,37
in boston,806,12,19,2,0,1,1,35
10 off,806,9,20,0,1,2,0,32
of knowledge,806,12,15,0,0,2,0,29
football player,806,2,2,0,1,0,0,5
for god,806,0,3,0,0,1,0,4
advocate of,805,25,19,2,2,1,0,49
a liberal,805,13,17,0,1,0,1,32
for them,805,15,5,2,5,3,0,30
ceo at,805,10,6,1,0,0,0,17
opportunity to,805,5,3,0,0,0,0,8
o de,805,0,0,0,0,0,0,0
teacher in,804,18,32,1,0,2,0,53
electrical engineer,804,34,6,0,2,5,0,47
not afraid,804,6,25,2,2,0,0,35
of california,804,22,5,0,1,1,0,29
knowledge is,804,4,7,0,0,0,0,11
3d artist,803,60,44,12,12,4,1,133
games anime,803,67,38,4,5,5,0,119
brother son,803,17,0,0,1,0,0,18
women's basketball,803,0,7,0,0,0,0,7
to success,803,0,1,0,1,0,0,2
food lover,802,22,32,1,0,2,0,57
backup account,802,9,16,2,0,1,2,30
the fight,802,4,16,1,1,0,0,22
raised me,802,9,8,0,0,1,0,18
knowledge and,802,6,6,2,1,2,0,17
i bleed,802,1,5,0,1,0,0,7
about to,801,16,22,2,1,2,1,44
who cares,801,7,18,3,1,3,1,33
loves his,801,19,0,0,0,0,0,19
born again,801,6,7,0,0,0,0,13
lot about,800,44,62,11,2,9,0,128
put here,800,30,25,3,8,8,1,75
own a,800,19,12,4,4,2,1,42
physical therapist,800,10,16,0,0,2,0,28
a lifetime,800,10,8,1,1,1,0,21
regular guy,800,11,0,0,0,0,0,11
in jesus,800,1,4,0,0,0,0,5
i study,799,49,91,4,4,3,0,151
the book,799,14,24,3,1,2,0,44
will do,799,18,16,6,1,1,0,42
a focus,799,17,21,3,0,1,0,42
is possible,799,16,17,2,2,1,1,39
austin tx,799,16,11,2,0,0,1,30
to 5,799,3,11,2,0,0,0,16
record label,799,3,0,1,2,0,0,6
alerts events,799,0,0,0,0,0,0,0
crazy cat,798,6,109,3,2,6,2,128
are welcome,798,17,19,2,6,1,1,46
in politics,798,16,11,0,0,2,0,29
it the,798,9,10,0,1,0,0,20
president and,798,7,9,1,0,1,0,18
web design,798,7,7,0,0,0,2,16
the beginning,798,3,11,0,1,0,0,15
fitness enthusiast,798,8,7,0,0,0,0,15
your future,798,6,6,1,1,0,0,14
