bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
that specializes,504,1,0,0,0,0,0,1
howard u,503,14,40,2,6,7,2,71
/ writer,503,21,18,8,3,5,0,55
an account,503,13,18,5,1,3,1,41
photographer for,503,18,14,2,1,1,0,36
whole world,503,6,10,1,0,1,0,18
a look,503,1,4,3,0,1,0,9
jesus family,503,1,1,0,0,0,0,2
figuring out,502,21,32,4,4,7,0,68
a friendly,502,21,13,4,2,4,3,47
even the,502,10,12,0,1,1,0,24
joined twitter,502,4,16,0,0,1,0,21
domestic violence,502,1,11,1,0,2,0,15
aka the,502,7,5,1,1,0,0,14
100 of,502,4,7,1,0,0,1,13
dm is,502,4,2,1,1,0,0,8
program in,502,2,3,0,0,0,0,5
teacher mom,501,0,48,0,0,0,0,48
reiki master,501,3,19,3,1,0,0,26
even though,501,8,9,1,0,3,1,22
of cincinnati,501,6,14,1,0,0,0,21
in fl,501,5,12,1,0,1,0,19
of children,501,3,11,0,0,0,0,14
over 25,501,1,3,0,1,0,0,5
country i,501,1,2,0,0,0,0,3
bitcoin and,501,1,0,0,0,0,0,1
former journalist,500,6,22,1,1,2,0,32
since 2011,500,12,12,1,0,1,0,26
made up,500,10,10,2,1,3,0,26
born with,500,6,8,0,0,2,1,17
make an,500,6,6,1,0,1,0,14
north dakota,500,3,5,0,0,0,1,9
or may,499,13,22,7,3,1,2,48
to its,499,1,9,0,1,1,0,12
but this,498,18,24,5,1,2,0,50
may or,498,12,19,7,3,1,1,43
alter ego,498,14,13,1,1,2,0,31
all forms,498,8,15,3,2,2,0,30
the storm,498,7,6,1,0,1,0,15
to what,498,6,7,0,0,0,0,13
f r,498,3,3,2,1,1,0,10
gaming news,498,6,3,0,0,0,0,9
can not,498,2,4,1,0,1,0,8
in downtown,498,1,1,1,0,0,0,3
family sports,498,0,1,0,0,0,0,1
22 -,497,45,50,16,10,10,1,132
the space,497,7,11,5,1,0,0,24
to solve,497,9,4,1,0,1,0,15
the struggle,497,5,8,0,0,0,0,13
friends family,497,4,6,0,0,1,0,11
houston texas,497,1,1,0,1,0,0,3
rooting for,496,8,27,1,0,4,0,40
pissed off,496,5,26,5,0,0,0,36
alum i,496,11,21,1,0,0,0,33
boy with,496,23,1,1,2,0,0,27
a second,496,6,13,2,0,1,0,22
medicine and,496,3,11,0,0,1,0,15
see is,496,5,6,1,0,1,1,14
strives to,496,3,2,0,0,0,0,5
art on,495,22,33,10,7,10,3,85
designer artist,495,18,35,5,2,6,0,66
com i,495,20,12,3,1,1,1,38
a nurse,495,4,15,0,0,1,0,20
and rock,495,8,11,1,0,0,0,20
of humanity,495,2,14,0,1,0,0,17
determined to,495,6,6,0,0,0,0,12
a purpose,495,3,5,1,0,2,0,11
and management,495,0,6,0,0,1,0,7
eth sol,495,2,2,0,0,0,0,4
an art,494,11,22,8,1,5,0,47
mechanical engineering,494,16,13,1,4,2,0,36
attorney and,494,10,18,0,0,1,0,29
online and,494,7,7,2,0,0,0,16
it easy,494,3,9,0,2,1,0,15
yankees and,494,8,2,0,0,0,0,10
concept artist,493,55,46,15,9,10,4,139
of horror,493,34,18,5,6,8,2,73
one else,493,10,11,1,1,2,0,25
need for,493,5,6,1,1,1,0,14
ncaa football,493,0,0,0,0,0,0,0
happily taken,492,37,19,5,4,7,3,75
music teacher,492,17,35,4,1,0,1,58
might as,492,8,18,2,1,2,0,31
in many,492,18,10,1,0,2,0,31
director producer,492,10,16,1,2,1,0,30
the food,492,11,15,0,0,2,0,28
have never,492,11,7,1,3,2,0,24
and sexy,492,6,12,1,3,1,0,23
good friends,492,8,7,2,1,0,0,18
planning and,492,6,6,0,0,1,0,13
of 23,492,2,4,2,1,0,0,9
life without,492,2,5,0,0,0,0,7
stuff that,491,20,10,0,2,1,0,33
life member,491,2,3,0,1,0,0,6
c/o 22,491,1,1,0,0,0,0,2
and software,490,25,7,1,1,1,0,35
to collab,490,15,6,6,2,4,0,33
get lost,490,6,10,4,4,3,0,27
when you’re,490,3,19,1,1,2,0,26
http //goo,490,9,6,1,0,0,0,16
say no,490,4,12,0,0,0,0,16
line of,490,4,10,1,0,0,0,15
of commerce,490,2,0,0,0,0,0,2
and cute,489,29,59,13,5,6,1,113
fascinated by,489,12,19,2,0,1,0,34
especially the,489,13,11,3,0,3,0,30
still have,489,9,14,2,1,0,0,26
a content,489,14,8,0,2,0,2,26
since 2007,489,7,15,2,0,1,0,25
chiefs royals,489,3,1,1,0,0,0,5
the st,489,1,3,0,0,0,0,4
licensed real,489,0,3,0,0,0,0,3
the founder,489,2,0,0,0,0,0,2
be cool,488,17,12,4,1,1,1,36
year of,488,13,18,2,0,1,0,34
be at,488,11,16,0,0,1,0,28
to remember,488,12,7,2,1,4,0,26
so i'm,488,16,7,0,1,1,0,25
go and,488,6,10,1,0,1,0,18
maga patriot,488,0,0,0,0,0,0,0
alum former,487,13,25,0,0,0,0,38
if my,487,6,16,3,2,1,0,28
believe the,487,0,8,0,1,0,0,9
sun moon,486,14,55,8,2,12,0,91
associate editor,486,17,59,2,0,2,0,80
u know,486,3,24,4,1,9,0,41
and equality,486,11,24,0,0,0,0,35
run the,486,16,7,1,1,0,1,26
and even,486,6,10,1,1,1,0,19
media is,486,4,1,1,0,0,0,6
- music,485,25,11,3,2,1,0,42
we call,485,8,9,2,0,1,0,20
i'm only,485,4,10,2,0,3,1,20
don't think,485,3,10,1,2,1,0,17
owner -,485,7,7,0,0,0,0,14
years now,485,2,4,0,0,0,0,6
military and,485,0,2,0,0,0,0,2
resources to,485,0,1,0,0,0,0,1
but will,484,17,16,3,1,3,0,40
engineer in,484,19,10,3,2,1,0,35
to care,484,9,16,2,3,3,0,33
political and,484,11,7,1,1,1,0,21
to walk,484,4,10,1,0,0,0,15
to spend,484,6,7,1,0,0,0,14
estudiante de,484,0,5,0,0,1,0,6
of service,484,0,2,1,0,0,1,4
a decent,483,18,22,1,2,3,1,47
like it's,483,5,17,0,1,1,0,24
work out,483,7,8,2,1,1,0,19
and back,483,6,5,1,1,4,0,17
many people,483,9,7,0,0,0,0,16
our future,483,2,3,0,0,1,0,6
drinker of,482,18,34,0,1,2,0,55
my interests,482,19,23,5,3,3,0,53
fighter for,482,7,25,0,1,0,0,33
and hot,482,9,10,5,3,5,0,32
travel food,482,8,11,0,0,0,0,19
c c,482,7,6,0,0,2,0,15
booking info,482,1,1,2,1,1,1,7
1 source,482,3,1,0,0,0,0,4
cleveland browns,482,1,0,0,0,0,0,1
donald j,482,0,0,0,0,0,0,0
stuff sometimes,481,37,38,16,7,9,1,108
university grad,481,2,4,0,1,0,0,7
for bts,480,1,66,1,0,0,0,68
newsletter http,480,11,14,1,0,0,0,26
me laugh,480,8,13,0,0,1,0,22
for who,480,9,4,3,2,0,0,18
a choice,480,1,10,1,0,0,0,12
golden knights,480,4,2,0,0,1,0,7
also play,479,32,10,1,2,3,0,48
medical student,479,16,24,0,0,1,0,41
because i’m,479,13,16,2,0,7,1,39
be taken,479,16,11,1,1,1,0,30
builder of,479,18,10,0,1,0,0,29
enjoy your,479,13,5,3,2,3,1,27
/ former,479,11,13,0,0,2,0,26
/ -,479,6,6,3,4,3,0,22
creator /,479,9,5,3,4,0,0,21
that all,479,3,7,3,0,0,0,13
needed to,479,4,4,0,0,0,0,8
for information,479,2,2,0,0,0,0,4
probably not,478,24,31,2,3,4,0,64
2 cats,478,13,33,3,0,1,0,50
and highly,478,4,6,1,0,2,0,13
of guy,478,5,1,0,0,0,0,6
business finance,478,0,0,0,0,0,0,0
j trump,478,0,0,0,0,0,0,0
my mouth,477,10,11,2,2,1,0,26
who doesn't,477,9,9,5,0,1,0,24
to everything,477,5,14,3,0,0,0,22
the small,477,7,5,1,0,1,0,14
attention to,477,7,4,0,0,0,0,11
are one,477,2,5,0,0,1,0,8
of west,477,2,4,0,0,0,0,6
my faith,477,1,3,0,0,0,0,4
a crypto,477,1,2,0,0,0,0,3
age in,476,42,70,27,26,30,1,196
18 //,476,26,30,7,8,6,1,78
producer writer,476,10,20,2,1,5,0,38
off and,476,14,5,1,0,1,0,21
bigger than,476,5,6,1,0,1,0,13
both sides,476,4,6,0,0,1,0,11
to transform,476,0,5,1,0,0,0,6
art design,475,12,19,1,2,5,1,40
and kindness,475,9,16,1,0,0,1,27
and security,475,15,4,1,1,0,0,21
and through,475,4,8,1,1,1,1,16
excited to,475,2,9,1,2,1,0,15
vikings fan,475,8,5,0,0,0,0,13
the grind,475,2,5,2,1,0,0,10
day 1,475,5,3,0,0,1,0,9
facebook and,475,2,3,1,0,1,0,7
take photos,474,17,20,3,3,5,0,48
books movies,474,13,29,1,0,2,0,45
or at,474,8,9,3,0,2,1,23
did not,474,12,9,0,0,0,0,21
make content,474,13,2,4,0,1,0,20
insta -,474,4,10,0,1,1,0,16
former pro,474,5,6,0,0,0,0,11
of global,474,4,4,1,0,0,0,9
the bag,474,1,5,0,0,1,0,7
built on,474,1,4,0,0,1,0,6
devoted husband,474,5,0,0,0,0,0,5
my game,473,16,11,1,1,2,0,31
a secret,473,8,10,0,1,2,0,21
since 2005,473,6,5,1,0,2,0,14
on sale,473,5,7,0,0,1,0,13
process of,473,5,6,0,1,0,0,12
life so,473,5,5,1,0,0,0,11
follow all,473,4,3,0,0,0,0,7
facebook instagram,473,1,2,0,0,0,0,3
love football,473,1,0,0,0,0,0,1
and illustrator,472,25,37,12,2,10,1,87
and comics,472,45,17,5,2,1,1,71
it back,472,6,6,1,3,1,0,17
independent artist,472,5,6,3,1,0,0,15
matter where,472,1,8,1,0,1,0,11
add a,472,5,3,1,2,0,0,11
and national,472,4,3,2,0,0,0,9
baseball is,472,7,2,0,0,0,0,9
bitcoin miner,472,0,0,0,0,0,0,0
the cat,471,19,37,4,0,1,0,61
her own,471,0,30,0,0,2,0,32
being an,471,12,13,1,0,4,0,30
u alum,471,8,12,0,1,2,0,23
and best,471,4,3,1,0,0,1,9
a native,471,2,5,0,1,0,0,8
science nerd,470,21,43,3,1,8,1,77
and designer,470,21,20,2,3,0,0,46
in psychology,470,12,24,4,1,3,0,44
to discuss,470,7,9,3,0,1,0,20
it’s time,470,3,9,1,1,0,0,14
program at,470,5,3,0,0,2,0,10
things happen,470,2,7,0,0,0,0,9
wife my,470,3,5,1,0,0,0,9
of tech,469,20,16,1,1,1,0,39
of old,469,15,13,1,0,2,0,31
light and,469,6,6,1,1,1,0,15
play in,469,7,3,1,0,1,0,12
commercial and,469,1,0,0,0,0,0,1
i mainly,468,27,21,3,3,0,2,56
the force,468,14,13,0,0,3,1,31
good girl,468,1,18,3,1,6,1,30
low key,468,9,9,0,1,0,0,19
life through,468,3,4,0,0,0,1,8
a call,468,1,0,0,0,0,0,1
equal housing,468,0,0,0,0,0,0,0
- opinions,467,30,18,2,3,4,0,57
my diary,467,1,18,2,2,5,0,28
the boston,467,6,8,0,0,0,0,14
mom friend,466,0,60,0,1,10,0,71
engineer /,466,17,3,1,1,1,0,23
health services,466,5,13,0,0,0,0,18
control of,466,6,4,1,0,3,0,14
write for,465,20,18,1,2,2,0,43
- dm,465,22,11,3,1,1,1,39
the back,465,8,11,1,2,0,0,22
by his,465,3,0,0,2,0,0,5
artist songwriter,465,0,1,1,0,1,0,3
things sometimes,464,41,39,13,7,5,5,110
a band,464,19,19,2,1,2,1,44
love gaming,464,12,8,1,0,0,1,22
was my,464,7,10,1,2,0,0,20
power and,464,5,5,0,0,1,0,11
here looking,464,3,2,0,0,0,0,5
the blockchain,464,0,2,0,0,0,0,2
sinner saved,464,0,0,0,0,0,0,0
dog mama,463,0,55,0,0,2,0,57
i’m trying,463,18,29,2,0,3,0,52
and computer,463,22,5,1,2,1,1,32
any kind,463,6,12,0,2,0,1,21
far from,463,3,7,1,0,2,0,13
you up,463,7,5,1,0,0,0,13
are going,463,4,5,1,1,0,0,11
proud texan,463,2,5,0,0,1,0,8
technology science,463,3,2,0,0,0,0,5
bi guy,462,30,0,0,3,0,0,33
thought i,462,7,17,2,0,2,0,28
in philly,462,21,6,0,0,0,0,27
and dance,462,4,12,1,1,1,0,19
since 1998,462,8,6,1,0,1,0,16
in philadelphia,462,6,8,0,0,0,0,14
former marine,462,4,1,0,0,1,0,6
a successful,462,3,2,0,0,0,0,5
and conditioning,462,1,1,0,0,0,0,2
the surrounding,462,1,0,0,0,0,0,1
better at,461,26,20,1,4,2,0,53
thing is,461,10,5,0,1,3,0,19
family guy,461,8,4,2,0,0,0,14
pop punk,460,29,29,8,5,4,1,76
discord server,460,31,11,4,2,8,2,58
everyone i,460,7,6,2,1,6,0,22
woman i,460,4,13,2,0,1,0,20
please dm,460,5,9,2,1,2,1,20
rn bsn,460,2,13,2,1,0,0,18
go get,460,7,9,0,0,1,0,17
and lifestyle,460,4,2,0,0,0,0,6
i suck,459,14,14,1,1,5,0,35
one that,459,4,6,2,0,1,0,13
boise state,459,4,7,1,0,0,0,12
my self,459,5,5,1,0,0,0,11
district of,459,2,3,0,0,0,0,5
wide receiver,459,0,0,0,0,0,0,0
aspiring artist,458,47,21,9,3,5,4,89
talk a,458,19,28,6,4,5,2,64
hey i’m,458,21,19,7,3,8,0,58
addict and,458,17,19,1,0,1,0,38
representative of,458,16,15,3,2,1,0,37
saving the,458,4,18,0,0,0,0,22
http //m,458,9,7,2,1,0,0,19
head and,458,5,9,0,0,1,0,15
a princess,458,0,11,0,0,1,0,12
healthy and,458,1,2,1,0,0,0,4
to hang,457,11,6,3,2,1,1,24
music -,457,12,7,1,2,1,0,23
are more,457,13,9,0,0,0,0,22
chef and,457,10,7,2,2,0,0,21
observer of,457,9,5,0,1,0,1,16
she will,457,1,7,0,0,0,0,8
discover the,457,1,0,0,1,0,0,2
my beloved,456,16,28,7,6,13,0,70
and chill,456,8,9,2,1,0,0,20
times and,456,5,9,0,0,0,0,14
y m,456,4,2,0,1,1,0,8
marine veteran,456,4,0,0,1,0,0,5
el que,456,0,1,0,0,0,0,1
that's it,455,12,12,2,2,3,0,31
like everyone,455,11,8,2,2,3,0,26
home mom,455,1,16,1,0,1,0,19
f a,455,6,5,0,1,1,0,13
in beautiful,455,4,5,0,0,0,0,9
to discover,455,3,4,0,1,1,0,9
the website,455,2,3,0,0,1,0,6
young black,455,2,2,0,0,0,0,4
business that,455,1,2,0,0,0,0,3
chaotic neutral,454,40,64,17,7,18,1,147
dm and,454,30,9,6,1,2,0,48
book of,454,16,18,1,2,1,0,38
and tell,454,10,15,2,1,1,0,29
always the,454,11,9,1,0,0,1,22
or do,454,4,6,2,0,1,0,13
a wise,454,3,4,0,0,0,0,7
minors will,453,55,26,16,7,12,4,120
of directors,453,14,19,1,0,0,0,34
one with,453,4,15,2,0,0,0,21
better and,453,9,6,0,0,0,1,16
leading the,453,2,3,0,0,0,0,5
on tumblr,452,20,66,15,5,12,3,121
sorry for,452,13,17,4,2,4,2,42
a light,452,6,11,3,0,1,0,21
to hold,452,2,10,2,0,0,0,14
journal of,452,6,7,0,0,0,1,14
last name,451,18,37,6,0,1,0,62
people say,451,14,18,0,1,0,0,33
gives me,451,6,10,2,1,2,0,21
gun owner,451,5,7,0,0,0,1,13
taking care,451,4,5,2,0,0,0,11
senior fellow,451,4,5,0,0,1,0,10
eat sleep,451,4,3,0,0,0,0,7
drag queen,450,14,23,15,7,10,5,74
loves video,450,27,17,6,0,1,1,52
my hand,450,7,14,1,0,2,0,24
6th grade,450,4,8,1,0,0,0,13
orlando fl,450,3,3,0,0,0,0,6
we like,450,1,3,0,0,1,0,5
vaccinated and,449,8,28,1,0,4,1,42
in pa,449,7,14,0,0,1,1,23
changed my,449,4,9,1,0,0,0,14
this my,449,5,4,0,0,0,0,9
dm with,449,3,4,0,0,1,0,8
artificial intelligence,449,3,3,0,0,0,0,6
que te,449,0,3,0,0,0,0,3
strength conditioning,449,0,0,0,0,0,0,0
mom nana,448,0,17,0,0,0,0,17
on her,448,2,10,1,0,3,0,16
through and,448,3,9,1,1,1,1,16
level 1,448,5,6,0,0,0,0,11
leading provider,448,0,0,0,0,0,0,0
writer with,447,19,28,5,0,6,0,58
wine enthusiast,447,9,18,0,0,0,0,27
my voice,447,5,17,0,0,0,0,22
kindergarten teacher,447,2,12,0,0,1,0,15
the enemy,447,3,3,0,1,0,0,7
a network,447,1,1,0,0,0,0,2
our constitution,447,0,0,0,0,0,0,0
available in,446,5,6,1,1,1,0,14
com a,446,7,3,0,0,1,0,11
lot and,445,21,28,6,6,4,1,66
doesn't mean,445,8,9,2,0,0,0,19
wisdom is,445,3,3,1,0,0,0,7
share with,445,0,5,1,0,0,0,6
remember the,444,8,5,1,0,2,0,16
time you,444,4,7,4,0,0,0,15
2 years,444,7,3,3,0,0,0,13
xbox one,444,6,4,0,2,0,0,12
sports management,444,1,5,0,0,0,0,6
my purpose,444,3,0,0,0,2,0,5
crypto lover,444,0,0,0,0,0,0,0
i laugh,443,11,14,1,0,3,0,29
political news,443,5,7,0,0,0,1,13
is god,443,4,5,0,0,2,0,11
her she,443,2,2,0,0,0,0,4
3 girls,442,5,3,0,0,0,0,8
father veteran,442,7,0,0,0,0,0,7
fans of,442,2,3,0,0,1,0,6
doctoral candidate,441,14,30,2,0,0,0,46
kill me,441,11,9,4,1,3,0,28
out this,441,6,9,4,1,1,0,21
follows me,441,6,9,1,1,1,1,19
and any,441,6,8,0,1,2,0,17
dog is,440,18,26,2,1,2,4,53
and pretty,440,15,16,4,4,2,1,42
hey i,440,12,11,6,2,1,0,32
i fight,440,14,11,1,0,0,1,27
come hang,440,12,6,3,1,2,1,25
a right,440,11,10,1,0,1,0,23
book a,440,3,14,1,2,2,0,22
since 2001,440,2,12,0,0,0,1,15
business page,440,0,1,0,1,2,0,4
tools to,439,6,2,0,1,0,0,9
and private,439,5,1,0,0,0,0,6
news editor,438,23,36,1,2,2,0,64
good boy,438,37,3,3,10,2,2,57
women are,438,5,28,2,1,5,0,41
at large,438,21,13,2,0,0,0,36
my mother,438,10,12,2,0,1,0,25
best thing,438,5,7,0,1,1,0,14
greater than,438,4,6,0,0,1,0,11
praying for,438,3,5,0,0,0,0,8
nfl draft,438,6,1,0,0,0,0,7
of nfts,438,3,0,0,0,0,0,3
professional sports,438,1,1,0,0,0,0,2
write things,437,33,59,16,3,4,1,116
rp account,437,17,23,2,3,3,1,49
since 1996,437,2,10,1,0,1,0,14
better life,437,1,8,0,0,0,0,9
mind to,437,5,2,0,0,0,0,7
de ser,437,1,1,0,0,0,0,2
truth social,437,0,0,0,0,0,0,0
photographer artist,436,5,22,2,2,1,0,32
systems and,436,14,12,1,0,2,0,29
food music,436,10,15,0,0,2,0,27
fine arts,436,4,13,1,1,0,0,19
lover music,436,5,13,0,0,1,0,19
wild and,436,2,10,2,1,1,1,17
my yt,436,5,9,1,1,1,0,17
s h,436,2,7,1,0,0,0,10
christian patriot,436,0,0,0,0,0,0,0
waiting to,435,3,14,3,0,1,0,21
and can,435,8,8,2,0,1,0,19
o l,435,4,4,0,0,1,0,9
very proud,435,4,3,1,0,0,0,8
one under,434,20,5,2,4,2,1,34
that just,434,5,20,4,1,1,0,31
using my,434,12,13,2,0,0,0,27
raised by,434,8,16,0,0,2,0,26
music videos,434,7,7,3,2,0,0,19
it's your,434,7,5,1,0,1,0,14
in its,434,2,7,3,0,1,0,13
music production,434,5,1,2,1,3,0,12
and off,434,2,6,1,1,0,0,10
cute things,433,27,84,7,4,14,2,138
my house,433,10,17,1,1,1,1,31
reach me,433,8,18,1,1,2,0,30
for many,433,6,6,1,1,0,0,14
miss my,433,5,9,0,0,0,0,14
and better,433,6,4,1,0,1,0,12
giants and,433,6,2,2,0,0,0,10
oh my,432,16,22,3,1,3,0,45
who works,432,12,12,1,1,1,0,27
the thing,432,11,10,1,0,2,0,24
environment and,432,9,11,0,0,1,0,21
and red,432,6,5,1,2,1,0,15
wonderful wife,432,6,1,0,0,0,0,7
tv host,432,2,2,0,0,0,0,4
twitter user,431,12,17,2,2,2,0,35
enough for,431,14,13,1,3,2,0,33
teacher -,431,7,15,2,2,0,0,26
and craft,431,8,11,0,0,1,0,20
con el,431,0,0,0,0,1,0,1
minister of,430,14,6,1,0,1,0,22
say the,430,4,10,2,0,1,1,18
fan also,430,7,7,0,0,1,1,16
0 1,430,12,2,0,0,2,0,16
youth and,430,4,10,2,0,0,0,16
sister and,430,0,8,0,0,0,0,8
training for,430,3,1,0,2,0,0,6
si no,430,3,0,0,1,0,0,4
eater of,429,26,31,2,2,2,0,63
even more,429,8,11,1,0,2,0,22
just know,429,5,3,0,1,2,0,11
in tampa,429,6,1,0,0,0,0,7
specialized in,429,2,0,0,0,0,0,2
in stem,428,12,57,9,1,6,0,85
in digital,428,8,10,1,0,1,1,21
talk my,428,1,6,0,0,0,1,8
communities and,428,4,2,0,0,0,0,6
your cashapp,428,0,0,0,0,0,0,0
amateur artist,427,47,33,6,7,5,1,99
associate prof,427,24,52,0,1,0,1,78
lady of,427,0,27,0,0,2,0,29
films and,427,8,14,2,3,0,0,27
life's a,427,5,8,1,0,1,0,15
the poor,427,7,4,1,1,0,0,13
only god,427,3,2,0,0,1,0,6
when your,427,2,2,1,0,0,0,5
sports director,427,2,1,0,0,0,0,3
boston celtics,427,2,1,0,0,0,0,3
the magic,426,7,12,1,1,3,0,24
social change,426,2,16,2,0,1,0,21
the company,426,8,8,0,0,1,0,17
embrace the,426,6,6,1,0,1,0,14
views on,426,8,4,1,0,1,0,14
way the,426,2,7,0,1,0,0,10
you did,425,5,7,1,2,1,0,16
back i,425,4,5,1,0,1,0,11
hair stylist,425,2,8,0,0,0,0,10
your profile,425,3,4,1,1,0,0,9
for high,425,4,2,0,0,0,0,6
understanding of,425,1,1,2,1,0,0,5
business administration,425,1,2,0,0,0,0,3
making money,425,0,0,1,0,0,0,1
bitcoin eth,425,0,0,0,0,0,1,1
catholic high,425,0,0,0,0,0,0,0
state senator,424,16,13,0,0,0,0,29
wife friend,424,0,27,0,0,0,1,28
daughter friend,424,0,19,0,0,0,0,19
who they,424,12,4,1,0,0,0,17
and tweet,423,19,12,4,2,2,0,39
over and,423,16,4,1,0,1,0,22
hoping for,423,6,9,0,0,0,0,15
university in,423,4,5,0,0,0,0,9
chronically ill,422,8,113,40,9,36,1,207
or on,422,5,5,5,0,0,1,16
d o,422,5,8,0,1,1,0,15
for sure,422,6,5,2,1,1,0,15
my hubby,422,2,5,1,0,0,0,8
your daily,422,1,3,0,0,0,0,4
career and,422,1,2,0,0,0,0,3
a project,421,5,4,1,1,0,0,11
of 2026,421,2,3,0,0,0,1,6
this place,420,13,16,3,0,1,1,34
sorts of,420,18,7,3,1,1,2,32
no reason,420,14,9,2,0,1,0,26
than ever,420,4,5,5,0,1,0,15
helping the,420,4,4,0,0,0,0,8
on ebay,420,0,3,0,0,0,1,4
experience the,420,0,1,1,0,0,0,2
not medical,419,16,26,0,0,0,0,42
anything is,419,4,5,0,0,0,0,9
my employers,418,33,14,3,3,0,0,53
movie and,418,11,8,2,0,1,0,22
they were,418,14,4,1,0,0,0,19
big deal,418,8,6,2,0,0,0,16
your ass,418,6,8,1,0,0,0,15
news tips,418,5,9,0,0,1,0,15
told you,418,1,8,1,1,0,0,11
sports are,418,6,1,0,0,0,0,7
war veteran,418,2,3,0,1,0,0,6
at gmail,417,40,35,8,7,5,0,95
stop me,417,17,16,4,1,2,1,41
software and,417,18,3,0,1,0,1,23
good fight,417,8,12,1,0,0,1,22
free the,417,3,9,1,0,1,0,14
will love,417,5,4,2,0,0,1,12
solutions and,417,0,1,0,0,0,0,1
i'm probably,416,14,19,1,3,5,0,42
and sarcasm,416,3,18,0,0,1,0,22
be that,416,9,9,2,0,0,0,20
written by,416,10,5,0,2,0,0,17
high and,416,5,1,3,1,0,1,11
hasta la,416,3,4,1,1,0,0,9
baton rouge,416,4,2,0,0,0,0,6
detroit lions,416,2,2,2,0,0,0,6
musician writer,415,23,11,5,1,7,0,47
dad /,415,19,0,1,1,0,0,21
get spoil,415,0,0,0,0,0,0,0
20 i,414,23,24,10,6,8,1,72
say hello,414,11,2,0,0,0,0,13
for years,414,2,5,4,0,0,0,11
calm and,414,1,5,1,2,0,0,9
united fan,414,2,0,0,0,0,0,2
20 //,413,20,29,9,7,9,2,76
pop music,413,34,24,2,4,5,0,69
random shit,413,12,19,4,3,4,0,42
news director,413,7,12,0,0,0,0,19
to catch,413,7,4,3,0,3,0,17
4 and,413,6,7,2,0,0,0,15
mom grandmother,413,0,6,0,0,0,0,6
//www paypal,412,7,8,6,2,1,0,24
all pronouns,412,6,3,6,3,0,2,20
in vegas,412,7,5,1,0,1,0,14
f k,412,4,3,0,1,1,0,9
opinion only,412,5,2,0,0,0,0,7
about people,411,11,18,3,1,3,1,37
it doesn’t,411,4,14,1,0,0,0,19
cat person,410,17,59,10,0,5,1,92
big and,410,7,9,2,2,0,0,20
he can,410,12,0,0,0,0,0,12
rock roll,410,6,4,0,0,0,0,10
austin texas,410,3,4,0,0,0,0,7
agent for,410,5,1,0,0,1,0,7
your worth,410,3,3,0,0,0,0,6
video out,410,2,0,1,0,0,0,3
coalition of,410,0,0,0,0,0,0,0
meet me,409,7,13,1,2,2,0,25
the hot,409,6,13,3,0,2,0,24
use your,409,5,14,1,0,2,0,22
4 3,409,0,0,0,0,1,0,1
buy me,408,20,34,5,1,7,0,67
reflect those,408,23,27,3,4,2,2,61
send tips,408,8,20,0,1,3,0,32
a sea,408,9,17,1,0,0,0,27
content dm,408,7,8,2,1,1,0,19
we play,408,6,3,1,0,0,1,11
am married,408,2,7,0,0,1,0,10
help them,408,1,0,0,1,0,0,2
retired air,408,0,0,0,0,0,0,0
the revolution,407,9,16,1,2,1,0,29
paid for,407,11,10,0,1,0,0,22
yt channel,407,8,8,2,0,1,0,19
an eye,407,5,8,2,1,1,0,17
dream and,407,2,6,1,0,0,1,10
interact with,406,24,19,5,1,3,1,53
artist creator,406,8,14,5,2,2,0,31
this profile,406,11,8,1,1,0,0,21
and daughter,406,4,11,0,1,0,0,16
after all,406,5,9,0,0,1,0,15
a silly,405,26,24,8,9,5,1,73
about crypto,405,3,0,0,0,0,0,3
anime nerd,404,24,25,1,2,2,1,55
over my,404,11,31,2,2,3,0,49
designer -,404,23,12,3,2,2,0,42
house and,404,7,7,2,1,3,0,20
tv producer,404,10,9,0,0,0,0,19
in pittsburgh,404,9,5,0,0,0,0,14
an army,404,1,11,1,0,0,0,13
of common,404,2,5,0,0,0,0,7
nfl mlb,404,1,0,0,0,0,0,1
i vote,403,7,16,1,0,0,0,24
behavioral health,403,6,11,0,0,0,0,17
creator http,403,4,5,3,0,0,0,12
them i,402,12,16,1,1,2,0,32
my big,402,4,9,6,3,0,0,22
all content,402,6,8,0,1,0,1,16
or in,402,5,4,4,1,0,0,14
in law,402,4,5,0,0,0,0,9
closer to,401,2,6,2,0,1,0,11
ally blm,400,31,57,1,3,1,0,93
fan art,400,25,45,8,2,6,1,87
taco bell,400,18,24,4,2,3,0,51
my phone,400,14,14,1,3,0,0,32
nicki minaj,400,9,7,0,2,0,0,18
best-selling author,400,3,8,0,1,0,0,12
the blood,400,2,5,2,0,0,0,9
financial planning,400,1,3,0,0,0,0,4
firm specializing,400,0,0,0,0,0,0,0
plants and,399,20,45,6,1,3,0,75
guy you,399,28,1,0,0,0,0,29
me unless,399,9,12,3,0,3,2,29
through it,399,7,17,2,1,0,0,27
the cool,399,12,6,1,2,0,0,21
that’s why,399,4,11,0,1,1,0,17
for personal,399,9,2,1,2,1,0,15
to every,399,4,6,0,0,0,0,10
inside the,399,2,2,1,0,1,0,6
lead pastor,399,2,1,0,0,0,0,3
actor director,398,19,8,4,2,2,1,36
for everybody,398,4,11,2,1,3,0,21
don’t believe,398,3,9,1,0,1,0,14
science in,398,3,7,0,1,0,0,11
local and,398,5,3,0,0,0,0,8
