trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
makes you happy,1.04,-1.25,-1.253,-1.86,1.005,-1.694,4.203,-1.241
as much as,2.085,-1.032,-1.196,0.0,1.002,-1.698,0.0,-1.244
would like to,1.589,-1.114,-1.473,-2.843,1.315,1.16,2.751,-1.244
like what i,1.093,1.414,-1.881,-1.955,0.0,-1.78,0.0,-1.245
a variety of,2.435,1.074,-1.544,1.606,0.0,-3.966,0.0,-1.246
that i am,1.591,-1.487,1.044,-1.424,0.0,-2.591,0.0,-1.246
on my mind,1.392,1.024,-1.29,0.0,-1.332,-1.134,0.0,-1.246
is my life,2.985,-1.141,-1.24,-1.781,-1.429,-1.62,1.464,-1.247
content creator for,2.147,1.495,-2.587,-1.281,1.46,0.0,0.0,-1.251
rock and roll,1.1,1.08,-1.205,0.0,-1.053,0.0,0.0,-1.253
to make it,4.608,-1.02,-1.388,-1.65,1.36,-2.5,0.0,-1.255
is the most,1.508,-2.539,1.101,1.111,-1.443,-2.456,0.0,-1.26
don't have to,1.256,-1.174,-1.513,-1.124,1.663,-1.023,0.0,-1.26
my old account,1.056,-1.11,-1.414,-1.889,-1.011,1.163,0.0,-1.26
to see here,1.512,-1.59,-1.214,1.108,-1.447,-1.231,2.891,-1.263
sense of humor,2.876,-1.613,1.039,-5.145,0.0,-1.171,1.52,-1.265
and i love,7.273,-1.423,-1.348,1.306,1.293,-1.316,-1.664,-1.266
discord https //discord,1.414,1.177,-2.839,-1.266,2.216,-1.151,3.091,-1.266
to see what,1.012,-1.704,-1.108,-1.81,0.0,1.821,0.0,-1.268
founder of the,2.182,-1.148,-1.194,-1.302,0.0,-1.777,0.0,-1.272
i love it,1.168,-1.638,-1.082,-1.046,0.0,1.051,0.0,-1.272
what you love,1.22,-1.14,1.02,0.0,0.0,0.0,0.0,-1.273
to find the,1.22,-1.283,-1.131,-1.092,0.0,-1.987,0.0,-1.273
ohio state university,1.376,-1.447,1.025,0.0,-1.317,-2.241,0.0,-1.278
you want to,9.237,-1.196,-1.34,-1.654,1.131,-1.367,-1.057,-1.279
are not endorsements,6.454,1.068,-1.413,-1.926,-6.176,-2.627,1.354,-1.284
mom to 3,1.539,0.0,1.565,0.0,0.0,-2.507,0.0,-1.286
and proud of,1.335,-1.021,-1.787,2.092,0.0,-2.174,0.0,-1.287
and a good,1.236,-1.734,-1.146,-2.211,1.69,-1.007,0.0,-1.29
the right thing,1.185,1.103,-1.428,0.0,0.0,-1.93,3.689,-1.291
is what i,1.653,1.007,-1.172,0.0,0.0,-2.692,0.0,-1.294
the only way,1.344,-1.615,-1.472,2.493,0.0,-1.094,0.0,-1.296
till i die,1.242,-1.045,-1.87,-2.222,1.682,-1.011,3.519,-1.296
out of the,2.639,-1.48,-1.444,1.27,1.188,-1.074,1.656,-1.297
the one and,1.501,1.029,-1.391,0.0,1.392,-2.445,0.0,-1.297
of my life,5.954,-1.616,-1.024,-1.777,-5.698,-1.939,1.468,-1.298
small business owner,5.29,-2.119,1.083,-3.156,-2.532,-1.231,0.0,-1.3
in the end,1.557,-1.637,-1.103,-1.394,-1.49,-1.268,0.0,-1.301
day at a,5.975,-1.323,-1.285,-1.337,1.049,-1.946,1.463,-1.302
is the best,5.143,1.109,-1.549,-3.069,-1.231,-4.188,1.7,-1.302
good time not,2.243,-2.096,-1.08,-2.008,-1.074,1.095,1.949,-1.307
if you don't,3.705,-1.247,-1.394,-1.658,-1.774,-1.005,2.359,-1.308
only here for,1.723,-2.901,1.109,-1.028,0.0,-1.403,0.0,-1.308
to get to,1.096,-1.152,-1.651,1.019,2.859,0.0,0.0,-1.308
i will be,1.985,-1.392,-1.407,-1.184,2.105,-3.233,2.202,-1.309
am also a,1.045,1.592,-2.518,0.0,1.0,0.0,0.0,-1.31
fan of the,5.964,1.036,-1.528,-1.068,-1.142,0.0,0.0,-1.311
the love of,4.134,-1.739,-1.037,-1.234,-3.956,-2.243,1.057,-1.312
up in the,1.414,-1.7,-1.002,-1.266,0.0,-2.303,0.0,-1.313
you don't like,1.363,-1.638,-1.173,-2.438,-1.304,-1.11,3.207,-1.314
i don’t care,1.26,-1.514,-1.084,0.0,0.0,-2.052,6.937,-1.315
no one can,1.052,-1.771,-1.056,1.593,0.0,0.0,0.0,-1.318
a small town,1.684,-2.835,1.036,1.327,0.0,-2.743,2.596,-1.319
out now on,2.006,-1.055,-2.014,-1.197,1.041,-1.088,4.357,-1.323
at a time,17.595,-1.31,-1.284,-1.658,-1.404,-1.592,1.49,-1.324
there is a,1.482,1.043,-1.373,-2.651,-1.418,0.0,0.0,-1.327
and loving it,1.113,1.174,-2.235,1.004,0.0,-1.813,3.927,-1.328
along the way,2.285,1.144,-1.721,-4.088,-2.187,-1.24,0.0,-1.332
the change you,1.063,-2.238,1.093,0.0,-1.017,-1.731,0.0,-1.332
in my own,2.026,-1.893,-1.061,-3.624,1.547,-3.3,2.157,-1.336
up and coming,1.229,1.354,-4.936,-1.1,0.0,1.999,0.0,-1.339
leader of the,1.177,1.414,-2.836,-2.106,0.0,1.043,0.0,-1.341
married to my,4.338,-1.521,-1.066,-1.942,-4.151,-3.533,1.008,-1.342
i do it,1.291,-1.087,-1.555,-1.156,0.0,-1.051,0.0,-1.348
to have a,3.014,-1.585,-1.296,1.112,-1.443,-1.635,1.45,-1.349
nothing to see,1.35,-2.273,-1.162,-1.209,-1.292,-1.099,3.238,-1.354
to follow me,1.243,1.147,-2.139,-1.113,0.0,-1.012,0.0,-1.354
who you are,2.652,-1.395,-1.331,-1.187,0.0,-1.079,1.648,-1.357
on a journey,1.139,1.252,-2.287,-2.038,-1.09,-1.855,0.0,-1.359
i will never,1.139,-2.398,-1.372,1.961,0.0,1.078,3.838,-1.359
is the only,2.713,-1.141,-1.42,-2.429,0.0,-1.104,1.611,-1.36
no dms please,2.013,-8.458,1.402,0.0,0.0,-3.279,0.0,-1.364
just having fun,1.034,1.035,-2.492,-1.85,2.02,-1.684,4.227,-1.364
the way i,1.26,-1.178,-1.38,-2.254,-1.206,-2.052,0.0,-1.373
life is to,1.317,-2.773,1.071,-2.356,1.586,0.0,0.0,-1.375
boston sports fan,1.429,1.164,-1.435,0.0,0.0,0.0,0.0,-1.378
what makes you,1.102,-1.159,-1.475,0.0,-1.055,-1.795,3.966,-1.381
dad of 2,1.545,2.077,0.0,0.0,-1.478,0.0,0.0,-1.383
if you can,1.932,-1.25,-1.293,-1.73,-1.849,-3.147,0.0,-1.384
ceo of the,1.049,-1.471,-1.053,0.0,0.0,-1.708,0.0,-1.384
who i am,4.974,-1.196,-1.331,-1.484,-2.381,-8.101,-1.138,-1.385
make it in,1.436,-1.209,-2.163,1.167,1.455,1.283,0.0,-1.385
daughter sister friend,1.106,0.0,1.426,-1.979,0.0,0.0,0.0,-1.386
to do it,1.051,1.13,-2.11,1.595,0.0,0.0,0.0,-1.387
in my life,2.773,-1.666,-1.391,1.208,1.13,-2.258,1.576,-1.39
born and bred,1.389,-1.669,-1.116,0.0,0.0,1.327,0.0,-1.393
of all time,1.335,1.068,-1.787,1.255,0.0,0.0,0.0,-1.394
for all the,1.782,-1.665,-1.13,-3.188,1.172,-2.902,0.0,-1.395
advocate for the,1.058,-1.484,1.02,0.0,0.0,0.0,0.0,-1.396
doing what i,1.117,1.064,-1.923,-1.998,1.87,0.0,0.0,-1.4
the power of,3.688,-1.633,-1.269,-1.101,-3.529,-1.201,0.0,-1.401
rts are not,1.846,-1.109,-1.308,-3.302,0.0,-3.007,0.0,-1.402
if you can't,1.175,-1.236,-1.18,-2.102,0.0,0.0,0.0,-1.402
founder ceo of,1.063,-1.278,-1.164,0.0,-1.017,0.0,0.0,-1.402
http //www instagram,1.737,1.163,-1.744,0.0,-1.662,-2.829,0.0,-1.404
do it for,1.179,-1.417,-1.42,-2.109,-1.128,1.042,0.0,-1.407
the world to,1.405,-1.689,-1.302,-1.258,1.487,-2.288,0.0,-1.409
school of medicine,1.069,-1.285,-1.171,0.0,-1.023,0.0,0.0,-1.41
to make a,5.023,-1.458,-1.315,-1.285,-2.404,-1.636,0.0,-1.415
are my opinion,1.186,1.102,-1.429,0.0,0.0,0.0,0.0,-1.415
love to read,1.585,-2.223,1.153,0.0,0.0,0.0,0.0,-1.419
to change the,2.039,-2.144,-1.023,-1.825,-1.951,-3.321,0.0,-1.42
wife and mom,1.701,0.0,1.464,0.0,0.0,0.0,0.0,-1.421
child of the,1.703,-1.791,-1.466,-1.016,1.227,1.082,0.0,-1.423
mom of 4,2.388,0.0,1.252,-1.069,0.0,-1.945,0.0,-1.425
hit me up,3.89,1.344,-3.124,-1.741,-1.241,-6.336,1.124,-1.434
in new york,3.26,1.057,-1.636,-5.832,-1.561,-5.309,0.0,-1.434
would love to,1.317,1.083,-2.267,-2.356,1.586,-2.145,0.0,-1.435
what i do,3.554,-1.246,-1.476,-1.591,-3.401,-2.894,2.459,-1.437
mother of two,3.098,0.0,1.393,0.0,0.0,-2.523,0.0,-1.438
founder of http,1.034,1.149,-1.557,0.0,0.0,0.0,0.0,-1.44
to the love,1.265,-1.182,-1.524,1.325,0.0,0.0,0.0,-1.441
there is no,4.32,-1.515,-1.183,-2.578,-2.068,-7.036,1.012,-1.444
one and only,2.075,-1.092,-1.562,0.0,1.007,-1.69,0.0,-1.445
tweets are not,2.665,-1.18,-1.337,-1.59,0.0,0.0,0.0,-1.452
my best life,3.732,-1.963,-1.153,-1.114,-3.571,-3.039,0.0,-1.462
the world is,3.807,-1.393,-1.349,-1.704,-1.822,-6.2,1.148,-1.468
live in the,2.404,-1.445,-1.206,-2.152,0.0,-3.915,0.0,-1.469
proud mom of,2.232,0.0,1.339,-3.993,0.0,-3.635,0.0,-1.472
you don't have,1.238,-1.736,-1.492,-1.108,1.687,-2.016,0.0,-1.477
special education teacher,1.357,-2.285,1.04,0.0,0.0,0.0,3.221,-1.478
i follow back,5.257,-1.229,-1.583,-1.882,-2.517,-1.427,0.0,-1.48
vice president of,1.122,-1.889,-1.229,-2.007,0.0,1.094,0.0,-1.48
university of kentucky,1.122,1.059,-1.502,0.0,0.0,0.0,0.0,-1.48
sub to my,1.006,-2.818,-1.347,0.0,0.0,3.053,0.0,-1.484
you need to,3.624,-1.694,-1.505,1.079,1.153,-1.966,0.0,-1.489
believe in the,1.962,-1.179,-1.313,0.0,-1.878,0.0,0.0,-1.49
out my youtube,1.664,1.214,-2.228,-1.49,0.0,0.0,0.0,-1.49
have to be,1.545,-1.444,-1.432,-1.383,1.352,0.0,0.0,-1.49
to my best,2.441,-1.712,-1.014,0.0,0.0,0.0,0.0,-1.492
guy with a,1.488,1.917,-17.928,0.0,0.0,0.0,0.0,-1.492
of the day,1.431,-1.205,-1.916,-1.281,2.19,0.0,0.0,-1.494
/ / /,3.174,-1.335,-1.737,-1.421,1.646,-5.169,1.377,-1.501
in the world,13.303,-1.217,-1.635,-2.646,-3.184,-1.444,1.314,-1.502
have a great,1.26,-1.178,-2.53,1.33,1.658,0.0,3.469,-1.504
not affiliated with,3.662,-1.1,-1.837,-2.185,-3.504,-1.49,1.194,-1.505
https //open spotify,2.221,1.284,-3.345,-1.325,-2.125,0.0,1.968,-1.505
new to this,1.262,1.036,-2.534,-2.258,2.483,0.0,0.0,-1.506
we are all,2.288,-1.926,-1.198,-2.048,-1.095,0.0,1.91,-1.509
in the us,2.893,-1.159,-1.659,-2.59,1.083,-4.712,0.0,-1.511
this page is,1.506,-1.268,-2.268,1.113,-1.441,-1.226,2.902,-1.511
d m v,1.025,-1.726,-1.544,1.09,0.0,1.198,0.0,-1.512
new to the,1.209,-1.13,-1.821,-2.163,0.0,1.016,0.0,-1.515
rock n roll,1.148,-2.417,-1.153,-2.054,0.0,-1.87,3.807,-1.515
just a guy,8.59,1.771,-103.494,0.0,-1.028,0.0,2.544,-1.516
the future is,1.21,-1.272,-1.62,0.0,-1.158,1.015,0.0,-1.516
on my own,1.15,-1.613,-1.979,1.457,-1.1,1.068,0.0,-1.517
for more info,2.489,-1.904,-1.666,-1.485,2.938,-4.054,1.756,-1.521
love is the,1.153,-1.212,-1.389,-2.063,0.0,0.0,0.0,-1.521
wife of a,1.032,0.0,1.206,-1.846,0.0,-1.681,0.0,-1.522
husband and dad,1.642,1.954,0.0,0.0,0.0,0.0,0.0,-1.525
for those who,1.581,-1.478,-1.587,-1.415,-1.513,-2.575,2.765,-1.525
welcome to the,8.645,-1.426,-1.893,-1.29,-2.069,1.279,1.011,-1.526
do what i,1.888,-3.178,-1.264,-1.126,-1.807,-1.024,2.315,-1.526
in life is,1.587,-1.336,-1.366,0.0,1.316,0.0,0.0,-1.53
of the year,6.904,-1.236,-1.512,-2.06,-2.203,-5.622,0.0,-1.531
the world one,1.526,-1.426,-1.414,-1.366,0.0,0.0,2.864,-1.531
raised in the,1.897,-1.597,-1.428,-3.394,0.0,-1.029,2.304,-1.534
of your life,1.225,-1.288,-1.342,0.0,0.0,-1.995,0.0,-1.535
you have to,3.08,-1.62,-1.613,1.088,-1.474,-2.508,1.419,-1.544
mother of three,1.359,0.0,1.283,0.0,0.0,-2.213,0.0,-1.548
born raised in,1.668,-1.404,-1.256,0.0,0.0,-2.717,0.0,-1.549
air force veteran,1.429,-1.002,-1.913,-2.556,0.0,-2.327,0.0,-1.557
university of texas,1.499,-1.401,-1.204,0.0,0.0,0.0,0.0,-1.565
the world and,2.129,-1.493,-1.282,-1.906,0.0,0.0,0.0,-1.569
life in the,1.631,-2.746,-1.156,1.028,0.0,-2.656,0.0,-1.573
check me out,3.018,-1.016,-2.597,-1.801,-1.445,-2.458,2.896,-1.576
just an average,1.578,1.13,-2.716,-1.413,0.0,0.0,2.77,-1.583
the land of,1.073,-1.128,-1.847,1.041,0.0,0.0,0.0,-1.583
grew up in,2.281,-1.066,-1.617,0.0,0.0,-3.715,0.0,-1.588
and have fun,1.84,-1.408,-1.478,-3.292,0.0,-1.498,0.0,-1.59
you can be,1.908,-2.006,-1.277,-3.413,-1.826,-3.107,2.291,-1.594
is in the,1.528,-1.286,-2.63,1.097,-1.462,1.206,0.0,-1.595
if you do,1.082,-2.278,-1.003,0.0,0.0,0.0,0.0,-1.596
do what you,1.848,-1.943,-1.237,-1.654,0.0,-3.01,0.0,-1.597
make a difference,2.878,-2.202,-1.083,-5.148,-2.754,0.0,0.0,-1.603
link in my,1.28,-2.695,-1.402,-1.146,0.0,-1.042,3.415,-1.604
to meet new,1.091,1.089,-3.286,-1.952,-1.044,-1.777,0.0,-1.609
daughter of the,1.161,-9.756,1.144,0.0,0.0,-1.891,0.0,-1.617
guy who loves,2.066,1.668,0.0,0.0,-1.977,0.0,4.231,-1.618
the ohio state,1.55,-1.305,-1.437,0.0,-1.483,0.0,0.0,-1.618
we live in,1.032,1.037,-3.108,-1.846,0.0,-1.681,4.235,-1.618
i am a,45.691,-1.456,-1.753,-1.32,-2.302,-1.958,-1.045,-1.62
a collection of,1.625,-1.709,-1.506,1.031,-1.555,0.0,0.0,-1.63
texas a m,3.646,-1.136,-1.568,-6.522,0.0,0.0,0.0,-1.632
man trying to,1.177,1.615,0.0,0.0,1.775,0.0,0.0,-1.639
i love being,1.113,-1.561,-1.676,-1.991,-1.065,-1.813,0.0,-1.642
we are not,1.181,-3.308,-1.186,-2.113,-1.13,-1.923,0.0,-1.645
looking for the,1.839,-1.934,-1.385,-1.097,0.0,0.0,2.377,-1.646
meant to be,1.117,-1.88,-1.346,1.0,0.0,0.0,0.0,-1.647
love to play,1.315,-1.229,-1.76,-2.352,-1.258,0.0,0.0,-1.648
and owner of,1.449,-1.524,-1.94,-1.297,1.442,-2.36,0.0,-1.65
lover of life,3.622,-2.771,-1.119,-3.243,-3.466,-2.95,0.0,-1.651
this is the,6.919,-1.354,-2.083,-1.376,-3.312,-1.127,-1.583,-1.652
just a normal,1.319,-1.009,-2.27,-2.36,-1.262,0.0,0.0,-1.653
and having fun,1.058,-1.113,-1.821,0.0,0.0,-1.723,0.0,-1.658
to live life,1.324,-1.857,-1.329,-1.185,0.0,0.0,0.0,-1.659
the link in,1.398,-2.943,-1.404,1.199,0.0,-2.277,3.127,-1.668
is to be,1.998,-2.401,-1.203,-3.574,-1.912,-3.254,0.0,-1.669
the best way,1.201,-1.684,-1.608,-2.148,-1.149,-1.956,0.0,-1.673
out now link,1.001,-1.053,-4.02,1.674,0.0,-1.63,0.0,-1.674
i was born,3.207,-1.42,-2.273,-1.913,1.303,-1.305,1.363,-1.675
of the people,1.471,-1.125,-2.954,-1.317,1.42,-2.396,0.0,-1.675
philly sports fan,1.341,-1.026,-2.02,0.0,0.0,-2.184,0.0,-1.68
the link below,4.5,-1.578,-1.807,-1.611,-1.436,-1.465,0.0,-1.684
son of a,1.209,1.475,-7.283,-2.163,0.0,0.0,0.0,-1.684
but if you,1.008,-2.122,-1.518,-1.803,0.0,-1.642,4.336,-1.686
in los angeles,2.491,-1.103,-1.876,0.0,0.0,-2.029,0.0,-1.688
i can do,2.906,-1.359,-1.75,-1.734,-1.391,0.0,0.0,-1.693
i love to,10.21,-1.909,-1.518,-2.285,1.023,-2.375,0.0,-1.695
will always be,1.895,-1.227,-1.756,0.0,-1.813,-3.086,0.0,-1.697
in the morning,1.22,-1.14,-1.837,0.0,-1.167,0.0,0.0,-1.699
get to know,2.182,-1.53,-1.753,-1.302,-1.045,0.0,0.0,-1.709
my life i,1.159,-2.44,-1.269,-2.073,-1.109,0.0,0.0,-1.709
wife mom of,2.329,0.0,1.176,0.0,0.0,-3.793,0.0,-1.716
give a fuck,1.029,-1.443,-2.48,1.629,1.016,0.0,0.0,-1.721
life is short,2.134,-3.593,-1.168,-3.818,0.0,-1.158,0.0,-1.725
the university of,9.655,-1.231,-1.789,-5.761,-2.311,-7.862,0.0,-1.728
add me on,3.473,1.061,-4.184,-3.109,-1.108,-1.884,1.259,-1.741
for you to,1.181,-1.656,-3.557,2.365,-1.13,-1.923,0.0,-1.742
as well as,4.942,-1.341,-2.48,-1.769,1.057,-1.609,-1.131,-1.744
life is a,4.32,-3.305,-1.239,-2.578,-4.134,-1.407,0.0,-1.746
peace love and,1.045,-1.466,-2.518,-1.869,1.999,-1.702,0.0,-1.747
be able to,1.396,-1.678,-1.869,-2.497,0.0,1.32,0.0,-1.749
for the best,2.096,-2.94,-1.202,-3.75,0.0,-3.414,2.085,-1.751
a part of,1.886,-1.443,-1.623,-1.688,0.0,0.0,0.0,-1.751
meet new people,1.188,1.2,-3.578,0.0,-1.137,0.0,0.0,-1.752
is going to,1.119,-1.345,-2.247,-2.002,-1.071,-1.822,0.0,-1.754
i am here,1.82,-1.178,-2.436,-3.256,0.0,1.013,0.0,-1.755
man with a,1.262,1.506,-15.205,-2.258,0.0,0.0,0.0,-1.758
fan of all,2.176,-1.077,-2.185,-3.893,0.0,-3.544,0.0,-1.759
is better than,2.044,-1.564,-1.539,0.0,-1.956,-3.329,0.0,-1.767
citizen of the,1.341,-1.612,-1.616,0.0,-1.283,-2.184,0.0,-1.769
and i will,2.263,-1.465,-1.948,-1.35,-2.166,-3.686,0.0,-1.772
life one day,1.627,-2.739,-1.782,-1.457,1.926,-2.65,2.687,-1.772
father and husband,1.985,1.677,0.0,0.0,0.0,0.0,0.0,-1.777
and founder of,1.774,-1.244,-3.053,0.0,1.767,1.039,0.0,-1.779
just a kid,1.495,-1.144,-4.503,0.0,2.096,1.233,0.0,-1.784
looking for a,7.929,-1.259,-2.388,-1.775,-2.53,-2.582,1.102,-1.79
all over the,2.153,-2.588,-1.441,0.0,-1.031,-1.168,0.0,-1.799
https //www instagram,6.695,-1.28,-2.179,-3.995,-2.136,-5.452,2.611,-1.804
born and raised,12.745,-1.375,-1.744,-4.563,0.0,-4.15,-2.916,-1.805
wife and mother,1.802,0.0,1.152,0.0,0.0,0.0,0.0,-1.807
new to twitter,2.099,-1.767,-2.107,-1.879,1.493,-1.709,0.0,-1.814
i do what,1.306,-3.658,-1.311,-1.169,0.0,-2.127,0.0,-1.819
to an amazing,1.888,-1.135,-2.068,0.0,0.0,-3.075,0.0,-1.821
to get the,1.019,-2.854,-1.228,-1.823,0.0,0.0,0.0,-1.823
do the same,1.091,-1.311,-1.643,0.0,0.0,0.0,0.0,-1.824
my wife and,1.971,-1.037,-3.392,-1.765,0.0,-3.21,2.218,-1.83
student of life,1.389,-2.924,-1.116,0.0,0.0,0.0,0.0,-1.832
on the way,1.242,-2.091,-1.663,0.0,-1.189,-1.011,0.0,-1.832
living my best,3.076,-2.875,-1.482,-1.101,0.0,-1.669,0.0,-1.835
new york city,2.715,-1.142,-2.336,-4.857,-2.598,-4.422,0.0,-1.839
in the city,1.469,-1.373,-1.967,-2.628,0.0,0.0,2.975,-1.841
be the best,3.46,-1.323,-2.605,-6.19,1.51,-1.877,0.0,-1.845
my life and,1.622,-2.731,-1.503,-2.902,-1.552,-1.321,0.0,-1.847
back to the,1.253,-1.506,-1.51,0.0,0.0,0.0,0.0,-1.848
the art of,1.778,1.003,-2.678,0.0,0.0,-2.896,0.0,-1.856
life long learner,1.043,-2.196,-1.396,0.0,0.0,-1.699,0.0,-1.866
and if you,1.278,-2.691,-1.54,-2.286,-1.223,-2.081,0.0,-1.885
all about the,1.807,-1.383,-1.979,-3.233,0.0,-2.943,0.0,-1.886
that loves to,1.431,-1.72,-1.916,-2.56,0.0,-2.331,3.055,-1.888
most of all,1.431,-1.505,-2.873,-1.281,-1.369,0.0,6.108,-1.888
good vibes only,1.433,-1.206,-3.453,-2.564,0.0,1.286,0.0,-1.891
follow my instagram,1.131,-1.359,-2.271,0.0,-1.082,0.0,3.865,-1.891
who believes in,1.207,-1.693,-1.616,0.0,-1.155,0.0,0.0,-1.892
looking for some,1.284,1.018,-3.094,-2.297,0.0,0.0,0.0,-1.894
link below to,1.133,-3.174,-1.95,0.0,1.844,1.627,0.0,-1.895
click the link,5.628,-2.255,-1.784,-2.519,-2.694,-1.018,0.0,-1.907
me and my,1.752,-1.842,-2.345,-3.134,1.192,1.052,0.0,-1.908
what i love,1.142,-3.199,-1.72,1.468,-1.093,0.0,0.0,-1.91
too short to,1.385,-2.916,-1.517,0.0,-1.325,-1.128,0.0,-1.929
you don't know,1.08,-1.298,-3.253,-1.932,1.934,0.0,0.0,-1.932
the new york,1.697,-1.02,-3.408,-3.036,0.0,0.0,2.576,-1.933
you can do,1.546,-2.603,-1.552,-1.384,-1.479,0.0,0.0,-1.937
i am me,1.471,-1.375,-2.532,-1.317,0.0,-2.396,0.0,-1.941
looking forward to,1.398,-1.47,-2.105,-2.501,0.0,0.0,3.127,-1.947
meeting new people,1.166,-1.226,-3.512,-1.044,0.0,-1.899,0.0,-1.95
the right to,1.093,-2.301,-1.881,-1.955,0.0,1.124,0.0,-1.955
link in bio,4.687,-1.878,-3.137,1.311,0.0,1.179,-1.072,-1.958
go pack go,1.021,-1.432,-1.757,0.0,0.0,0.0,0.0,-1.967
seeker of truth,1.102,-3.087,-1.328,0.0,0.0,0.0,3.966,-1.971
on a mission,3.312,-1.858,-1.595,-5.925,0.0,-5.394,0.0,-1.976
here for fun,1.815,1.113,-7.289,0.0,0.0,1.015,0.0,-1.977
the way you,1.264,-3.541,-1.384,-2.261,0.0,-2.059,0.0,-1.981
follow me on,15.136,-2.054,-2.17,-1.594,-1.115,-1.896,-1.732,-1.986
love my wife,2.23,-1.564,-3.358,-1.331,-2.134,-1.21,1.96,-1.996
what you see,1.596,-1.918,-1.923,-2.855,0.0,0.0,5.477,-2.0
of the game,1.038,-1.091,-6.253,0.0,0.0,-1.691,8.421,-2.0
one of the,7.918,-1.257,-2.98,-4.724,-1.895,-1.842,0.0,-2.005
me on instagram,4.399,-3.085,-1.514,-2.625,-4.21,-2.387,-1.006,-2.005
to the world,2.164,-1.401,-3.259,1.032,0.0,-1.762,0.0,-2.009
music is life,1.203,-2.025,-1.61,-2.152,0.0,0.0,0.0,-2.012
the best of,2.738,-1.92,-2.356,1.02,-2.62,-2.23,0.0,-2.018
me on my,1.692,-7.109,-1.699,-1.01,1.235,-1.378,0.0,-2.019
you make it,1.451,-2.443,-1.345,0.0,0.0,0.0,0.0,-2.021
to help people,1.37,-1.048,-2.751,0.0,0.0,0.0,0.0,-2.021
just living life,1.697,-1.428,-2.556,-3.036,0.0,-1.382,0.0,-2.025
a mission to,2.751,-1.929,-1.656,-4.921,0.0,-4.48,0.0,-2.027
the most beautiful,1.3,-3.641,-1.74,-1.164,0.0,-1.059,0.0,-2.038
class of 2022,2.779,-1.299,-2.576,-4.971,-1.33,0.0,0.0,-2.048
in the usa,2.553,-1.264,-2.563,-4.567,0.0,-4.158,0.0,-2.064
the people of,1.071,-1.126,-3.226,-1.916,0.0,0.0,0.0,-2.064
day by day,1.319,-2.221,-2.27,1.271,0.0,-2.148,0.0,-2.067
proud mother of,1.074,-9.025,-1.078,0.0,0.0,0.0,0.0,-2.069
sports fan and,1.407,1.014,-5.651,-2.517,-1.346,0.0,0.0,-2.075
youtube https //www,1.078,-1.296,-4.329,-1.928,1.938,0.0,0.0,-2.077
join me on,1.078,-3.02,-1.855,1.036,-1.032,0.0,0.0,-2.077
i love the,5.163,-1.974,-2.006,-4.622,-1.236,-2.801,0.0,-2.087
check out the,2.255,-2.107,-1.811,-4.034,0.0,0.0,3.876,-2.094
a member of,1.923,-1.245,-5.792,-1.147,1.086,-3.132,0.0,-2.095
with the world,1.172,-1.095,-4.707,0.0,0.0,1.048,0.0,-2.097
father of two,5.719,1.372,-68.904,0.0,0.0,0.0,-1.308,-2.108
wife mom and,1.183,0.0,-1.018,0.0,0.0,0.0,0.0,-2.116
a way to,1.016,-1.71,-1.749,0.0,0.0,0.0,0.0,-2.121
to have fun,5.253,-1.426,-3.331,-1.343,-2.515,-8.555,1.664,-2.123
mother of 2,3.728,-15.664,-1.095,-6.669,0.0,0.0,0.0,-2.123
just a regular,2.202,1.079,-8.843,-1.971,0.0,-3.586,0.0,-2.123
a simple man,1.355,1.14,0.0,0.0,1.542,0.0,3.226,-2.124
u s a,1.104,-2.324,-1.478,0.0,0.0,0.0,0.0,-2.127
and the world,1.278,-3.58,-1.925,-1.144,0.0,-1.041,0.0,-2.137
what you want,2.052,-2.878,-1.766,0.0,0.0,1.197,0.0,-2.142
wife mother of,2.061,0.0,-1.034,0.0,0.0,0.0,0.0,-2.151
is the greatest,1.545,-1.625,-1.861,0.0,0.0,0.0,0.0,-2.152
to help others,1.203,-1.687,-2.899,-2.152,-1.151,0.0,3.633,-2.152
life is like,1.036,-2.902,-2.496,-1.853,2.016,-1.687,0.0,-2.163
live laugh love,1.91,-3.215,-2.557,-1.14,-1.828,1.286,0.0,-2.175
i'm just me,1.045,-2.927,-2.098,-1.869,1.0,-1.702,0.0,-2.182
friends and family,1.48,-1.383,-2.547,0.0,-1.416,0.0,0.0,-2.183
university of south,1.221,-2.571,-1.635,0.0,-1.168,0.0,0.0,-2.184
just a man,1.831,1.298,0.0,0.0,-1.752,0.0,0.0,-2.185
it's all about,1.047,-1.468,-3.154,-1.873,0.0,-1.705,0.0,-2.186
proud to be,4.307,-2.132,-1.921,-2.57,-4.122,-7.015,0.0,-2.203
things in life,2.022,-1.89,-2.215,-3.617,0.0,-1.647,0.0,-2.203
no matter what,2.033,-1.426,-2.722,0.0,0.0,-1.656,0.0,-2.215
social media marketing,1.152,-9.681,-1.262,-2.061,0.0,0.0,0.0,-2.22
just for fun,1.423,-1.71,-3.429,-2.546,-1.362,-2.318,3.072,-2.23
who loves the,1.161,-2.444,-1.998,-2.077,0.0,-1.891,0.0,-2.237
learn how to,1.339,-1.251,-4.033,0.0,1.56,0.0,0.0,-2.239
to know me,2.331,-2.179,-1.755,-4.17,0.0,0.0,0.0,-2.248
for the next,1.346,-2.266,-2.317,-1.205,0.0,-2.192,0.0,-2.251
