trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
**BIO_COUNT**,5444623,84145,120445,17905,9573,16282,2288,250638
are my own,53820,2718,3705,209,105,213,32,6982
i am a,24877,264,314,62,19,38,10,707
opinions are my,19491,1165,1439,90,48,106,10,2858
tweets are my,13116,486,695,24,15,31,4,1255
views are my,12233,596,1074,55,26,49,10,1810
official twitter account,12207,13,5,2,0,0,1,21
the official twitter,12190,18,4,1,1,0,1,25
black lives matter,9634,1156,1731,214,122,224,40,3487
at a time,9580,113,165,19,12,18,6,333
i like to,8254,224,282,44,19,51,7,627
follow me on,8241,62,84,17,13,13,2,191
to be a,8155,203,213,29,16,25,5,491
check out my,7517,164,180,37,17,35,4,437
twitter account of,7454,11,1,1,0,0,0,13
here for the,7345,108,213,21,7,13,3,365
my name is,7266,165,159,54,23,41,13,455
in the world,7243,92,98,9,4,15,4,222
born and raised,6939,78,88,5,0,5,1,177
a lot of,6921,312,369,65,34,52,10,842
i have a,6640,160,206,32,11,22,3,434
i love my,6318,73,116,23,11,14,0,237
just trying to,6317,146,187,45,19,32,1,430
r i p,6020,17,18,3,3,2,0,43
of all things,5888,137,204,17,10,12,1,381
official twitter of,5852,16,6,1,1,1,0,25
we are a,5813,1,6,1,0,0,0,8
member of the,5668,110,92,15,4,11,2,234
i love to,5559,45,81,8,10,7,0,151
twitter account for,5445,9,7,2,0,0,0,18
the university of,5257,66,65,3,4,2,0,140
trying to make,5237,134,129,16,12,15,1,307
opinions my own,5080,439,554,33,18,39,4,1087
you want to,5029,65,83,10,10,11,2,181
account of the,5016,2,3,0,1,1,2,9
just here to,4925,85,157,27,17,23,2,311
this is my,4866,111,137,27,20,24,6,325
views my own,4859,320,621,24,20,25,4,1014
lover of all,4777,106,179,16,6,8,3,318
official twitter page,4757,3,4,0,0,0,0,7
welcome to the,4707,51,55,12,4,18,2,142
just a guy,4677,128,1,0,8,0,5,142
i am the,4671,70,74,18,4,14,2,182
i want to,4652,92,139,18,8,20,4,281
just here for,4633,56,101,15,5,13,2,192
if you want,4392,107,78,18,13,9,5,230
looking for a,4317,53,40,8,3,5,2,111
one of the,4311,53,32,3,4,7,0,99
my own and,4255,244,192,18,12,11,3,480
welcome to my,4166,77,131,27,13,17,3,268
husband and father,4004,65,0,0,3,0,0,68
a good time,3980,48,100,15,6,12,3,184
and i love,3960,43,65,17,9,9,1,144
in love with,3951,70,166,20,18,38,2,314
in that order,3910,109,106,5,1,3,3,227
video games and,3808,288,153,54,28,23,7,553
father of 3,3800,44,0,1,0,0,1,46
this is the,3767,43,40,9,2,10,1,105
i am an,3764,51,67,13,7,4,3,145
of the year,3759,47,55,6,3,2,0,113
home of the,3757,5,6,2,2,1,1,17
https //www youtube,3701,47,17,4,6,1,0,75
to the fullest,3699,11,13,1,0,0,0,25
feel free to,3675,139,97,33,21,13,4,307
https //www instagram,3645,44,37,3,3,2,4,93
i am not,3635,58,74,7,6,12,1,158
my tweets are,3620,119,101,18,7,6,1,252
father of 2,3601,38,0,0,0,0,0,38
love my family,3591,14,17,0,0,0,0,31
host of the,3534,98,39,5,4,3,1,150
are not endorsements,3514,58,55,6,1,4,2,126
i believe in,3453,47,88,4,3,4,2,148
author of the,3430,105,173,6,5,8,2,299
want to be,3384,48,72,6,3,21,0,150
official account of,3335,4,6,1,1,0,1,13
life to the,3311,12,11,1,0,1,0,25
mission is to,3298,0,1,1,0,0,0,2
trying to be,3256,140,129,11,24,15,2,321
day at a,3253,38,56,8,6,5,2,115
fan of the,3247,52,47,10,5,0,0,114
of my life,3242,31,70,6,1,5,2,115
all opinions are,3235,183,285,20,7,19,3,517
account for the,3223,5,10,0,2,2,0,19
husband father of,3211,41,0,0,2,0,0,43
part of the,3208,52,57,5,6,4,2,126
living in the,3191,79,69,12,6,1,0,167
mom of 2,3173,0,147,0,0,4,1,152
opinions are mine,3161,221,251,10,9,12,0,503
father of two,3114,66,1,0,0,0,1,68
twitter page of,3112,1,3,0,0,0,0,4
i'm just a,3100,84,69,14,12,11,4,194
click the link,3064,21,38,4,2,9,0,74
and raised in,3022,25,21,2,0,3,1,52
one day at,3010,37,54,8,6,5,2,112
mom of 3,2989,0,118,1,0,5,1,125
follower of christ,2969,9,6,0,1,1,0,17
subscribe to my,2941,19,19,2,1,1,0,42
this is a,2939,75,150,22,10,24,6,287
this account for,2911,10,5,1,3,3,0,22
we are the,2901,10,12,0,0,4,0,26
not financial advice,2901,1,4,0,1,0,0,6
small business owner,2880,21,69,3,2,7,0,102
i follow back,2862,36,40,5,2,6,0,89
dm me for,2860,44,56,21,10,21,3,155
to have fun,2860,31,19,7,2,1,2,62
i tweet about,2845,120,134,11,11,9,1,286
follower of jesus,2812,12,11,1,0,0,0,24
i love the,2811,22,31,2,4,3,0,62
follow this account,2811,2,1,0,2,1,0,6
is the best,2800,48,40,3,4,2,2,99
to be the,2774,44,46,5,4,4,1,104
for a good,2773,28,62,8,5,9,1,113
to make a,2735,29,46,7,2,5,0,89
of the world,2717,42,45,3,5,9,0,104
need help tweet,2709,0,0,0,0,0,0,0
who i am,2708,35,45,6,2,1,1,90
help tweet us,2701,0,0,0,0,0,0,0
tweet us at,2696,0,0,0,0,0,0,0
as well as,2691,31,24,5,5,5,1,71
account for geo-targeted,2689,0,0,0,0,0,0,0
job tweets in,2689,0,0,0,0,0,0,0
us at careerarc,2687,0,0,0,0,0,0,0
proud member of,2669,43,43,12,3,6,0,107
big fan of,2667,102,147,18,6,10,1,284
here for a,2659,28,67,7,6,10,2,120
real estate agent,2620,2,6,0,0,0,0,8
child of god,2597,2,27,0,0,2,0,31
if you are,2587,40,42,8,3,7,3,103
and lover of,2575,60,105,9,2,9,2,187
link in bio,2552,21,18,11,0,9,1,60
the united states,2552,13,10,2,0,0,0,25
and i am,2543,31,45,9,3,7,1,96
to make it,2509,38,40,5,6,3,0,92
i do not,2478,55,65,13,14,9,2,158
all the time,2476,57,75,20,9,7,3,171
i love you,2475,24,85,11,0,11,1,132
my opinions are,2456,161,126,13,6,13,0,319
i’m just here,2452,30,60,5,1,5,0,101
around the world,2451,5,6,0,1,2,0,14
the link below,2450,24,30,5,3,5,0,67
of jesus christ,2430,8,9,1,0,3,0,21
https //www twitch,2429,64,27,13,7,9,4,124
expressed are my,2413,109,111,6,3,4,3,236
me on ig,2410,6,22,2,1,2,0,33
trying to get,2407,68,66,14,9,9,1,167
at the university,2405,45,50,3,4,1,0,103
me on instagram,2395,12,35,3,1,3,1,55
me if you,2382,52,45,10,4,2,0,113
married to my,2362,24,49,4,1,2,1,81
my youtube channel,2362,23,16,2,0,2,0,43
there is no,2352,24,44,3,2,1,1,75
life is a,2352,11,42,3,1,5,0,62
proud to be,2345,17,27,3,1,1,0,49
for all things,2326,13,28,3,0,1,0,45
on the internet,2307,147,111,18,14,15,2,307
i live in,2298,41,39,3,5,3,1,92
my family and,2294,11,17,1,0,1,0,30
tweets my own,2284,117,249,8,5,9,1,389
just your average,2277,72,66,15,7,6,3,169
twitter of the,2277,2,2,0,0,1,0,5
philippians 4 13,2272,1,6,0,0,0,0,7
play video games,2270,134,80,15,17,9,2,257
our mission is,2255,0,0,0,0,0,0,0
the love of,2251,20,48,6,1,3,1,79
and all things,2172,36,77,5,3,8,0,129
the u s,2157,11,15,0,1,1,1,29
what it is,2152,10,28,2,1,0,2,43
living the dream,2149,12,18,0,0,0,0,30
to help you,2138,6,2,2,0,1,0,11
a fan of,2135,48,46,6,4,3,0,107
a long time,2133,19,46,3,3,8,2,81
thoughts are my,2129,106,153,16,3,11,1,290
of my employer,2129,120,125,11,4,3,2,265
hit me up,2118,44,15,4,3,1,1,68
proud father of,2114,20,0,2,0,0,0,22
my best friend,2096,25,45,8,0,2,2,82
the world is,2073,23,34,4,2,1,1,65
official twitter for,2067,9,1,2,0,0,0,12
class of 2023,2063,15,13,2,0,0,0,30
a passion for,2059,28,49,7,4,2,1,91
and video games,2057,145,96,22,18,24,2,307
just a girl,2042,2,114,0,0,9,1,126
my best life,2032,16,39,6,1,2,0,64
i used to,2030,78,75,4,4,6,3,170
mother of 2,2030,2,41,1,0,0,0,44
if you don't,2017,25,32,4,2,6,2,71
who loves to,2015,27,33,6,5,6,0,77
the power of,2008,19,35,6,1,5,0,66
not affiliated with,1994,28,24,3,1,4,1,61
husband father and,1990,13,0,0,0,0,0,13
texas a m,1985,27,28,1,0,0,0,56
you need to,1973,18,29,7,4,3,0,61
lover of life,1972,11,39,2,1,2,0,55
of all trades,1969,63,46,17,5,15,0,146
this account is,1936,58,59,11,9,9,2,148
father of 4,1936,20,1,0,0,0,0,21
what i do,1935,24,29,4,1,2,2,62
for a living,1919,83,61,16,3,7,0,170
i have no,1910,49,82,14,9,15,5,174
is what it,1909,4,21,2,0,0,2,29
mental health advocate,1907,59,158,19,4,16,1,257
a better place,1906,43,54,3,3,3,0,106
i just want,1903,56,58,9,3,12,0,138
a little bit,1897,48,80,4,6,10,1,149
mother of 3,1896,3,26,1,0,0,0,30
family and friends,1896,5,10,0,0,0,0,15
add me on,1891,31,10,2,3,3,1,50
views expressed are,1890,87,86,3,3,4,1,184
a guy who,1887,65,1,1,2,0,2,71
it is what,1887,4,22,2,0,0,2,30
be the best,1884,22,16,1,5,3,0,47
goal is to,1876,11,14,3,1,2,0,31
just want to,1867,47,44,5,2,12,0,110
follow us on,1867,2,4,0,1,0,0,7
and do not,1866,90,81,8,6,8,2,195
page of the,1848,0,1,0,0,0,0,1
i’m just a,1822,31,37,7,3,12,2,92
on a mission,1803,15,25,1,0,1,0,42
u s army,1803,10,5,0,0,0,0,15
christian husband father,1795,9,0,0,0,0,0,9
and father of,1779,21,2,0,0,0,0,23
in new york,1775,29,24,1,2,1,0,57
in this world,1770,28,37,3,4,2,0,74
i can be,1770,35,18,5,6,6,1,71
the city of,1770,8,16,0,0,0,0,24
https //www facebook,1766,3,4,1,0,0,0,8
not a financial,1766,1,2,0,0,0,0,3
of the time,1765,75,77,12,5,10,3,182
all tweets are,1763,50,62,4,1,7,0,124
here are my,1762,81,66,3,1,4,1,156
is the official,1761,4,1,1,0,0,0,6
if you don’t,1750,23,49,5,3,5,1,86
i was born,1746,19,17,3,4,4,1,48
twitter page for,1742,3,1,0,0,0,0,4
in the making,1741,19,38,7,3,2,0,69
change the world,1739,23,36,5,1,2,1,68
official account for,1736,3,2,0,2,1,0,8
to make the,1735,55,58,5,3,6,0,127
on all platforms,1732,10,13,2,0,5,0,30
/ / /,1728,20,22,4,5,1,1,53
twitch http //twitch,1726,75,41,7,11,2,1,137
is not a,1725,34,45,6,4,4,2,95
and i like,1724,67,39,12,7,11,2,138
the world a,1724,59,59,5,4,5,0,132
find me on,1719,36,78,12,5,9,2,142
trying to live,1714,32,60,11,2,2,0,107
all views are,1703,67,157,14,2,12,3,255
i don't know,1701,58,55,11,7,13,2,146
lover of the,1701,21,56,3,4,5,1,90
i try to,1700,72,46,8,5,7,2,140
married to the,1698,25,32,6,2,1,0,66
married to a,1693,31,38,1,0,4,2,76
i don’t know,1687,45,71,7,5,8,4,140
mother of two,1687,0,52,0,0,2,0,54
love my country,1683,4,2,0,0,0,0,6
follow us for,1681,0,0,0,0,0,0,0
you have to,1677,16,23,6,2,2,1,50
living my best,1675,9,25,5,0,3,0,42
a financial advisor,1672,2,2,0,0,0,0,4
retweets are not,1670,35,26,3,2,1,1,68
the heart of,1670,6,6,0,0,0,0,12
check out our,1660,4,8,0,0,1,0,13
your source for,1657,0,1,0,0,0,0,1
trying to find,1654,44,46,6,3,10,1,110
dms are open,1648,124,44,12,18,7,3,208
the future of,1646,13,11,0,1,1,0,26
check me out,1643,25,14,3,2,2,2,48
to have a,1641,16,28,6,2,3,1,56
in a world,1637,20,29,5,2,5,0,61
tweets are mine,1635,81,101,2,3,6,0,193
to my youtube,1631,7,6,1,0,1,0,15
views are mine,1627,93,140,5,5,9,1,253
is my life,1625,22,29,3,2,3,1,60
talk to me,1624,66,89,22,7,15,5,204
jack of all,1621,49,23,16,5,5,0,98
trying to figure,1620,49,75,13,4,8,1,150
the official account,1619,2,3,1,1,0,1,8
and opinions are,1617,85,89,4,6,3,2,189
used to be,1610,53,62,3,1,8,3,130
me on twitch,1606,33,28,8,6,7,1,83
here to help,1604,12,8,3,0,3,0,26
your friendly neighborhood,1599,64,110,23,18,13,4,232
of the most,1590,9,12,1,0,0,0,22
living in a,1588,24,57,8,3,6,1,99
soon to be,1585,31,42,10,3,3,3,92
i can do,1582,18,20,3,2,0,0,43
and all around,1581,65,48,2,7,3,1,126
in the us,1575,21,21,2,3,1,0,48
husband father grandfather,1575,11,0,0,0,0,0,11
make the world,1569,63,54,7,4,5,0,133
make a difference,1567,11,32,1,1,0,0,45
sense of humor,1566,15,36,1,0,4,1,57
of the best,1559,7,5,0,0,2,1,15
real estate broker,1555,1,2,0,0,0,0,3
at https //t,1550,52,23,2,0,1,1,79
is dedicated to,1550,1,1,0,0,0,0,2
if you have,1549,27,29,5,3,2,2,68
mom of two,1547,0,83,1,0,2,0,86
jeremiah 29 11,1541,2,5,0,1,0,0,8
my life is,1530,22,43,5,2,5,1,78
who likes to,1527,49,32,14,8,6,0,109
do not reflect,1525,79,96,14,6,9,3,207
head football coach,1517,0,0,0,0,0,0,0
class of 2022,1513,18,13,1,2,0,0,34
in my life,1510,14,24,6,3,2,1,50
will be blocked,1504,101,66,21,12,13,6,219
a mission to,1498,12,20,1,0,1,0,34
always looking for,1492,26,30,3,4,4,1,68
the best of,1491,12,14,5,1,2,0,34
the world of,1491,10,9,2,1,1,1,24
if you like,1490,37,31,3,6,3,2,82
world a better,1480,39,47,3,3,3,0,95
what i want,1478,24,36,3,0,7,0,70
new york city,1478,20,14,1,1,1,0,37
is the only,1477,20,23,2,0,4,1,50
is my passion,1473,16,36,2,2,3,0,59
i'm just here,1471,29,45,9,3,13,2,101
i make music,1470,82,29,13,12,8,2,146
life is good,1467,5,14,1,2,0,0,22
with a passion,1459,21,34,6,3,1,0,65
huge fan of,1458,27,31,2,3,2,0,65
just a dude,1453,54,0,0,7,0,0,61
have a good,1451,33,29,11,1,6,2,82
tweets are not,1451,19,24,3,0,0,0,46
who you are,1444,16,24,4,0,4,1,49
down to earth,1438,2,7,3,1,0,0,13
to be an,1437,31,44,7,3,8,1,94
out of the,1437,15,22,6,3,4,1,51
i love god,1434,0,5,1,0,1,0,7
co-host of the,1429,80,30,1,2,3,2,118
creator of the,1426,51,27,6,3,6,0,93
opinions expressed are,1417,73,54,3,1,1,2,134
follow me for,1413,29,25,1,1,4,0,60
the state of,1406,10,8,3,1,2,0,24
official twitter feed,1404,2,0,1,0,0,0,3
and i have,1399,23,40,4,2,4,1,74
in the usa,1390,17,12,1,0,1,0,31
real estate investor,1380,2,2,0,0,0,0,4
i just be,1376,23,29,5,2,7,1,67
https //www amazon,1375,27,27,6,1,2,1,64
living life to,1375,5,4,0,0,2,0,11
love of my,1373,18,35,6,0,4,0,63
i love music,1371,22,20,4,1,4,0,51
class of 2024,1368,6,3,0,1,0,0,10
years of experience,1366,6,1,4,0,1,0,12
the end of,1362,21,26,6,1,6,0,60
to the moon,1361,3,11,2,1,0,0,17
father of three,1360,20,0,0,0,0,0,20
in los angeles,1356,19,16,0,0,2,0,37
for more info,1355,11,18,3,7,1,1,41
love to travel,1350,4,8,0,1,0,0,13
if you need,1345,28,27,9,4,4,0,72
need to know,1338,18,29,4,2,3,0,56
to my best,1329,12,29,0,0,0,0,41
a variety of,1326,22,19,7,0,1,0,49
fan for life,1322,5,9,1,0,0,0,15
you can find,1316,16,28,6,5,5,3,63
time not a,1314,16,27,3,2,4,2,54
i’m here for,1309,12,37,5,3,5,1,63
live in the,1309,14,24,2,0,1,0,41
do not represent,1302,85,62,4,9,3,0,163
not necessarily in,1302,44,47,1,1,1,3,97
never give up,1302,5,4,1,0,2,0,12
mom of 4,1300,0,36,4,0,2,0,42
saved by grace,1300,0,8,0,0,0,0,8
follow me i,1296,5,12,0,2,3,0,22
god bless america,1294,0,0,0,0,0,0,0
work in progress,1293,33,75,5,2,3,1,119
necessarily in that,1293,44,47,1,1,1,2,96
4 0 gpa,1289,0,0,0,0,0,0,0
have some fun,1286,12,6,1,3,4,0,26
high school football,1285,0,0,0,0,0,0,0
own and do,1284,81,65,5,4,6,2,163
not a long,1275,12,27,2,2,4,2,49
to know me,1269,9,16,1,0,0,0,26
wife mom of,1268,0,33,0,0,1,0,34
live life to,1265,3,4,1,0,0,0,8
your cash app,1261,0,0,0,0,0,0,0
the rest of,1260,27,30,3,0,0,0,60
a bit of,1259,39,49,9,5,4,2,108
501 c 3,1258,1,1,1,0,0,1,4
nsfw 18 only,1257,118,43,24,14,14,4,217
so i can,1254,23,44,8,3,3,1,82
a lover of,1253,21,27,4,1,1,0,54
i love all,1246,19,26,4,2,1,2,54
we are all,1246,10,23,2,2,0,1,38
i have been,1246,15,10,0,0,0,0,25
along the way,1244,22,16,1,1,3,0,43
official page of,1243,0,0,0,0,0,0,0
as long as,1242,18,19,2,2,5,2,48
grew up in,1242,18,17,0,0,1,0,36
know how to,1240,28,51,11,4,12,1,107
all the way,1240,7,16,1,0,0,0,24
my views are,1239,75,78,10,2,7,2,174
to become a,1238,24,32,6,1,4,0,67
i'm here to,1238,21,15,8,5,1,1,51
expressed here are,1235,52,45,3,1,4,5,110
and i will,1232,13,14,3,1,1,0,32
want to see,1231,20,24,3,2,7,0,56
check out the,1228,9,15,1,0,0,2,27
wife mother grandmother,1228,0,11,0,0,0,0,11
little bit of,1227,21,41,2,3,4,0,71
my own not,1225,68,83,7,2,3,4,167
follow me and,1224,3,3,2,0,1,0,9
president of the,1223,32,34,2,0,4,0,72
good time not,1221,9,25,2,2,4,1,43
wear a mask,1219,44,113,12,2,7,0,178
be kind to,1215,37,43,9,4,8,0,101
proud mom of,1215,0,36,1,0,1,0,38
love my wife,1214,12,8,3,1,3,1,28
lover of music,1211,24,39,4,2,2,1,72
want to know,1210,8,11,2,0,1,0,22
https //open spotify,1209,24,8,3,1,0,1,37
assistant professor of,1204,53,95,3,0,4,0,155
