trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
wife mother grandmother,2.255,0.0,0.913,0.0,0.0,0.0,0.0,0.439
of the united,1.73,0.713,0.166,1.117,0.0,0.614,0.0,0.439
live your life,1.686,0.238,0.581,1.117,0.0,0.0,0.0,0.439
me and i,1.653,0.119,0.581,0.559,0.0,1.228,0.0,0.439
in order to,1.618,0.475,0.498,0.559,0.0,0.0,0.0,0.439
all types of,1.594,0.475,0.415,0.559,1.045,0.0,0.0,0.439
trust the process,1.48,0.713,0.415,0.0,0.0,0.0,0.0,0.439
gmail com ig,1.438,0.357,0.498,0.0,0.0,1.228,0.0,0.439
the next generation,1.431,0.357,0.581,0.0,0.0,0.614,0.0,0.439
by the grace,1.387,0.832,0.166,0.0,0.0,1.228,0.0,0.439
in the state,1.376,0.475,0.249,1.117,2.089,0.0,0.0,0.439
with the best,1.295,0.475,0.498,0.559,0.0,0.0,0.0,0.439
my goal is,1.282,0.475,0.415,0.559,0.0,0.614,0.0,0.439
positive vibes only,1.271,0.238,0.747,0.0,0.0,0.0,0.0,0.439
when it comes,1.265,0.475,0.415,0.559,1.045,0.0,0.0,0.439
on the planet,1.251,0.475,0.498,0.0,0.0,0.0,4.371,0.439
father of four,1.242,1.307,0.0,0.0,0.0,0.0,0.0,0.439
married father of,1.229,1.307,0.0,0.0,0.0,0.0,0.0,0.439
just a young,1.194,0.713,0.332,0.559,0.0,0.0,0.0,0.439
was born in,1.194,0.713,0.332,0.559,0.0,0.0,0.0,0.439
what we do,1.17,0.238,0.664,0.559,0.0,0.0,0.0,0.439
it is a,1.13,0.357,0.332,0.0,2.089,0.614,4.371,0.439
lover of jesus,1.108,0.357,0.664,0.0,0.0,0.0,0.0,0.439
in the moment,1.063,0.238,0.581,0.559,0.0,0.614,0.0,0.439
mother of a,1.027,0.0,0.747,0.0,0.0,1.228,0.0,0.439
it to the,1.025,0.357,0.498,0.0,2.089,0.0,0.0,0.439
at https //www,1.023,0.832,0.249,0.559,0.0,0.0,0.0,0.439
and you will,1.021,0.713,0.249,0.559,0.0,0.614,0.0,0.439
you don’t know,1.001,0.475,0.249,0.559,1.045,1.228,0.0,0.439
class of 2024,2.513,0.713,0.249,0.0,1.045,0.0,0.0,0.399
class of 2025,1.804,0.832,0.166,0.0,0.0,0.0,4.371,0.399
for all your,1.695,0.594,0.415,0.0,0.0,0.0,0.0,0.399
what you do,1.613,0.594,0.415,0.0,0.0,0.0,0.0,0.399
in the united,1.523,0.713,0.249,0.0,1.045,0.0,0.0,0.399
and my family,1.517,0.357,0.581,0.0,0.0,0.0,0.0,0.399
a man of,1.512,0.951,0.166,0.0,0.0,0.0,0.0,0.399
of the american,1.405,0.357,0.498,0.559,0.0,0.0,0.0,0.399
time with my,1.374,0.832,0.249,0.0,0.0,0.0,0.0,0.399
love to laugh,1.354,0.238,0.581,0.0,0.0,0.614,0.0,0.399
where you can,1.262,0.238,0.664,0.0,0.0,0.0,0.0,0.399
in san diego,1.249,0.832,0.083,0.0,1.045,0.614,0.0,0.399
a child of,1.245,0.475,0.249,0.0,0.0,1.843,0.0,0.399
of the new,1.203,0.594,0.415,0.0,0.0,0.0,0.0,0.399
the most important,1.142,0.475,0.415,0.0,0.0,0.614,0.0,0.399
minding my business,1.124,0.0,0.581,0.0,0.0,1.843,0.0,0.399
what you think,1.124,0.238,0.498,0.0,1.045,0.614,0.0,0.399
founder and ceo,1.113,0.475,0.498,0.0,0.0,0.0,0.0,0.399
lord and savior,1.096,0.238,0.415,0.0,0.0,1.843,0.0,0.399
have fun with,1.073,0.238,0.581,0.559,0.0,0.0,0.0,0.399
all streaming platforms,1.06,0.357,0.249,0.0,1.045,1.228,4.371,0.399
i love life,1.052,0.475,0.498,0.0,0.0,0.0,0.0,0.399
the world with,1.051,0.357,0.498,0.0,0.0,0.614,0.0,0.399
like to have,1.03,0.594,0.332,0.559,0.0,0.0,0.0,0.399
to find out,1.029,0.119,0.415,1.676,1.045,0.0,0.0,0.399
husband father brother,1.027,1.07,0.0,0.0,1.045,0.0,0.0,0.399
i can help,1.014,0.594,0.415,0.0,0.0,0.0,0.0,0.399
a regular guy,1.01,1.188,0.0,0.0,0.0,0.0,0.0,0.399
account of the,9.213,0.238,0.249,0.0,1.045,0.614,8.741,0.359
christian husband father,3.297,1.07,0.0,0.0,0.0,0.0,0.0,0.359
follow me and,2.248,0.357,0.249,1.117,0.0,0.614,0.0,0.359
dedicated to the,2.028,0.475,0.249,0.559,0.0,0.0,4.371,0.359
check us out,1.916,0.475,0.249,0.559,0.0,0.0,4.371,0.359
looking for fun,1.811,0.713,0.166,0.559,0.0,0.0,0.0,0.359
the lives of,1.761,0.357,0.415,0.0,0.0,0.0,4.371,0.359
twitter for the,1.704,0.475,0.249,0.559,1.045,0.0,0.0,0.359
with my family,1.526,0.357,0.498,0.0,0.0,0.0,0.0,0.359
of 2 boys,1.46,0.238,0.581,0.0,0.0,0.0,0.0,0.359
utm medium copy,1.378,0.119,0.581,0.0,1.045,0.0,0.0,0.359
i love sports,1.359,0.713,0.166,0.559,0.0,0.0,0.0,0.359
love god love,1.339,0.238,0.498,0.559,0.0,0.0,0.0,0.359
medium copy link,1.295,0.119,0.581,0.0,1.045,0.0,0.0,0.359
dreams come true,1.198,0.238,0.249,0.559,1.045,1.228,0.0,0.359
is a new,1.192,0.238,0.332,1.117,1.045,0.0,0.0,0.359
am here to,1.159,0.357,0.415,0.559,0.0,0.0,0.0,0.359
love to cook,1.157,0.475,0.249,0.0,2.089,0.0,0.0,0.359
life is not,1.148,0.594,0.332,0.0,0.0,0.0,0.0,0.359
to the next,1.128,0.594,0.249,0.0,0.0,0.614,0.0,0.359
a guy that,1.113,0.951,0.083,0.0,0.0,0.0,0.0,0.359
love my kids,1.113,0.238,0.581,0.0,0.0,0.0,0.0,0.359
available on all,1.093,0.594,0.249,0.0,0.0,0.614,0.0,0.359
and everything in,1.084,0.594,0.332,0.0,0.0,0.0,0.0,0.359
the american dream,1.084,0.594,0.332,0.0,0.0,0.0,0.0,0.359
los angeles ca,1.071,0.357,0.332,0.0,0.0,1.228,0.0,0.359
podcast hosted by,1.06,0.475,0.415,0.0,0.0,0.0,0.0,0.359
love god and,1.049,0.357,0.498,0.0,0.0,0.0,0.0,0.359
believe in yourself,1.045,0.594,0.249,0.0,0.0,0.614,0.0,0.359
wife mom grandma,1.04,0.0,0.747,0.0,0.0,0.0,0.0,0.359
way of life,1.019,0.357,0.415,0.559,0.0,0.0,0.0,0.359
the beauty of,1.014,0.119,0.581,0.0,1.045,0.0,0.0,0.359
we are a,10.677,0.119,0.498,0.559,0.0,0.0,0.0,0.319
real estate agent,4.812,0.238,0.498,0.0,0.0,0.0,0.0,0.319
https //www facebook,3.244,0.357,0.332,0.559,0.0,0.0,0.0,0.319
official account for,3.188,0.357,0.166,0.0,2.089,0.614,0.0,0.319
the official account,2.974,0.238,0.249,0.559,1.045,0.0,4.371,0.319
jeremiah 29 11,2.83,0.238,0.415,0.0,1.045,0.0,0.0,0.319
saved by grace,2.388,0.0,0.664,0.0,0.0,0.0,0.0,0.319
live life to,2.323,0.357,0.332,0.559,0.0,0.0,0.0,0.319
spending time with,1.717,0.475,0.332,0.0,0.0,0.0,0.0,0.319
the pursuit of,1.71,0.357,0.415,0.0,0.0,0.0,0.0,0.319
father husband and,1.458,0.951,0.0,0.0,0.0,0.0,0.0,0.319
u s navy,1.445,0.713,0.083,0.0,0.0,0.0,4.371,0.319
proud dad of,1.436,0.832,0.0,0.0,0.0,0.0,4.371,0.319
a group of,1.398,0.475,0.166,0.0,0.0,0.614,4.371,0.319
wife mother and,1.383,0.0,0.664,0.0,0.0,0.0,0.0,0.319
pursuit of happiness,1.359,0.119,0.498,0.0,0.0,0.614,0.0,0.319
what you make,1.328,0.119,0.498,0.0,0.0,0.614,0.0,0.319
https //m youtube,1.253,0.594,0.166,0.0,1.045,0.0,0.0,0.319
years in the,1.231,0.594,0.166,0.559,0.0,0.0,0.0,0.319
youtube com/watch v,1.157,0.357,0.332,0.0,1.045,0.0,0.0,0.319
has to offer,1.15,0.357,0.332,0.559,0.0,0.0,0.0,0.319
learn more about,1.096,0.594,0.166,0.0,1.045,0.0,0.0,0.319
s s s,1.074,0.119,0.415,1.117,0.0,0.0,0.0,0.319
next generation of,1.036,0.357,0.415,0.0,0.0,0.0,0.0,0.319
a m university,1.027,0.357,0.249,1.117,0.0,0.0,0.0,0.319
husband to an,1.021,0.951,0.0,0.0,0.0,0.0,0.0,0.319
psalm 46 5,1.018,0.0,0.581,0.0,0.0,0.614,0.0,0.319
to be with,1.006,0.119,0.415,0.559,0.0,0.614,0.0,0.319
official twitter page,8.737,0.357,0.332,0.0,0.0,0.0,0.0,0.279
philippians 4 13,4.173,0.119,0.498,0.0,0.0,0.0,0.0,0.279
follow us on,3.429,0.238,0.332,0.0,1.045,0.0,0.0,0.279
i love god,2.634,0.0,0.415,0.559,0.0,0.614,0.0,0.279
season ticket holder,2.088,0.357,0.249,0.0,0.0,0.614,0.0,0.279
follow my ig,1.809,0.357,0.332,0.0,0.0,0.0,0.0,0.279
of a kind,1.596,0.119,0.249,0.0,0.0,1.843,0.0,0.279
can do all,1.594,0.238,0.415,0.0,0.0,0.0,0.0,0.279
one of a,1.479,0.119,0.249,0.0,0.0,1.843,0.0,0.279
grace of god,1.468,0.357,0.166,0.0,0.0,1.228,0.0,0.279
can help you,1.322,0.357,0.332,0.0,0.0,0.0,0.0,0.279
to improve the,1.179,0.594,0.166,0.0,0.0,0.0,0.0,0.279
the key to,1.179,0.475,0.083,0.0,0.0,1.228,0.0,0.279
of 3 boys,1.122,0.238,0.415,0.0,0.0,0.0,0.0,0.279
http //www youtube,1.065,0.357,0.332,0.0,0.0,0.0,0.0,0.279
of two beautiful,1.032,0.475,0.166,0.0,0.0,0.614,0.0,0.279
the life you,1.029,0.238,0.415,0.0,0.0,0.0,0.0,0.279
old account got,1.029,0.357,0.249,0.0,0.0,0.614,0.0,0.279
business owner and,1.01,0.0,0.581,0.0,0.0,0.0,0.0,0.279
a difference in,1.01,0.0,0.498,0.559,0.0,0.0,0.0,0.279
not financial advice,5.328,0.119,0.332,0.0,1.045,0.0,0.0,0.239
follow this account,5.163,0.238,0.083,0.0,2.089,0.614,0.0,0.239
is the official,3.234,0.475,0.083,0.559,0.0,0.0,0.0,0.239
love my country,3.091,0.475,0.166,0.0,0.0,0.0,0.0,0.239
husband father son,1.934,0.713,0.0,0.0,0.0,0.0,0.0,0.239
school class of,1.758,0.357,0.249,0.0,0.0,0.0,0.0,0.239
1 of 1,1.741,0.119,0.415,0.0,0.0,0.0,0.0,0.239
my family my,1.482,0.238,0.332,0.0,0.0,0.0,0.0,0.239
john 3 16,1.436,0.238,0.249,0.0,0.0,0.0,4.371,0.239
all of your,1.39,0.357,0.166,0.0,0.0,0.0,4.371,0.239
proud husband and,1.37,0.594,0.0,0.0,1.045,0.0,0.0,0.239
lover of god,1.31,0.119,0.415,0.0,0.0,0.0,0.0,0.239
me with your,1.295,0.238,0.249,0.559,0.0,0.0,0.0,0.239
it is the,1.278,0.357,0.249,0.0,0.0,0.0,0.0,0.239
voice of the,1.24,0.357,0.166,0.0,1.045,0.0,0.0,0.239
love the outdoors,1.216,0.357,0.249,0.0,0.0,0.0,0.0,0.239
family and my,1.183,0.238,0.332,0.0,0.0,0.0,0.0,0.239
is my president,1.148,0.0,0.249,0.559,1.045,0.614,0.0,0.239
avid sports fan,1.108,0.357,0.249,0.0,0.0,0.0,0.0,0.239
dm me with,1.093,0.475,0.166,0.0,0.0,0.0,0.0,0.239
men and women,1.08,0.357,0.166,0.0,0.0,0.614,0.0,0.239
i will follow,1.06,0.357,0.083,0.559,0.0,0.0,4.371,0.239
keep it real,1.06,0.0,0.415,0.559,0.0,0.0,0.0,0.239
and loving life,1.034,0.0,0.415,0.0,1.045,0.0,0.0,0.239
the quality of,1.032,0.475,0.083,0.0,0.0,0.0,4.371,0.239
and father to,1.03,0.713,0.0,0.0,0.0,0.0,0.0,0.239
us navy veteran,1.006,0.475,0.0,1.117,0.0,0.0,0.0,0.239
twitter of the,4.182,0.238,0.166,0.0,0.0,0.614,0.0,0.199
in the heart,2.107,0.357,0.166,0.0,0.0,0.0,0.0,0.199
for more information,2.035,0.0,0.415,0.0,0.0,0.0,0.0,0.199
http //www facebook,1.653,0.238,0.249,0.0,0.0,0.0,0.0,0.199
quality of life,1.636,0.119,0.332,0.0,0.0,0.0,0.0,0.199
do all things,1.618,0.119,0.332,0.0,0.0,0.0,0.0,0.199
the best in,1.51,0.119,0.083,0.0,2.089,0.0,4.371,0.199
is the key,1.383,0.238,0.166,0.0,0.0,0.614,0.0,0.199
all things through,1.324,0.119,0.332,0.0,0.0,0.0,0.0,0.199
the good life,1.08,0.357,0.166,0.0,0.0,0.0,0.0,0.199
for a free,1.014,0.238,0.083,0.0,0.0,1.228,0.0,0.199
great state of,1.003,0.357,0.083,0.559,0.0,0.0,0.0,0.199
twitter page of,5.716,0.119,0.249,0.0,0.0,0.0,0.0,0.16
twitter page for,3.199,0.357,0.083,0.0,0.0,0.0,0.0,0.16
a financial advisor,3.071,0.238,0.166,0.0,0.0,0.0,0.0,0.16
real estate investor,2.535,0.238,0.166,0.0,0.0,0.0,0.0,0.16
501 c 3,2.311,0.119,0.083,0.559,0.0,0.0,4.371,0.16
is one of,2.154,0.238,0.083,0.0,1.045,0.0,0.0,0.16
god is good,2.118,0.475,0.0,0.0,0.0,0.0,0.0,0.16
up to date,1.468,0.119,0.166,0.0,0.0,0.614,0.0,0.16
life is what,1.422,0.119,0.249,0.0,0.0,0.0,0.0,0.16
visit my website,1.328,0.119,0.166,0.559,0.0,0.0,0.0,0.16
a community of,1.322,0.475,0.0,0.0,0.0,0.0,0.0,0.16
st louis cardinals,1.322,0.238,0.083,0.0,0.0,0.614,0.0,0.16
for more than,1.315,0.0,0.249,0.559,0.0,0.0,0.0,0.16
real estate and,1.297,0.238,0.166,0.0,0.0,0.0,0.0,0.16
the home of,1.264,0.238,0.083,0.559,0.0,0.0,0.0,0.16
believe in god,1.236,0.238,0.166,0.0,0.0,0.0,0.0,0.16
we are here,1.21,0.238,0.083,0.559,0.0,0.0,0.0,0.16
love my life,1.188,0.0,0.332,0.0,0.0,0.0,0.0,0.16
joshua 1 9,1.166,0.238,0.166,0.0,0.0,0.0,0.0,0.16
are here to,1.164,0.238,0.166,0.0,0.0,0.0,0.0,0.16
the department of,1.159,0.357,0.083,0.0,0.0,0.0,0.0,0.16
health and wellness,1.109,0.0,0.332,0.0,0.0,0.0,0.0,0.16
of 2 beautiful,1.108,0.119,0.249,0.0,0.0,0.0,0.0,0.16
a mother of,1.076,0.0,0.332,0.0,0.0,0.0,0.0,0.16
me i follow,1.06,0.119,0.249,0.0,0.0,0.0,0.0,0.16
telegram https //t,1.01,0.357,0.083,0.0,0.0,0.0,0.0,0.16
not a financial,3.244,0.119,0.166,0.0,0.0,0.0,0.0,0.12
real estate broker,2.856,0.119,0.166,0.0,0.0,0.0,0.0,0.12
official twitter feed,2.579,0.238,0.0,0.559,0.0,0.0,0.0,0.12
track and field,2.143,0.357,0.0,0.0,0.0,0.0,0.0,0.12
to the official,1.888,0.0,0.166,0.0,0.0,0.0,4.371,0.12
the most high,1.844,0.238,0.083,0.0,0.0,0.0,0.0,0.12
high school class,1.719,0.238,0.083,0.0,0.0,0.0,0.0,0.12
father son brother,1.4,0.357,0.0,0.0,0.0,0.0,0.0,0.12
over 30 years,1.387,0.119,0.166,0.0,0.0,0.0,0.0,0.12
work hard play,1.322,0.119,0.166,0.0,0.0,0.0,0.0,0.12
united states of,1.31,0.119,0.166,0.0,0.0,0.0,0.0,0.12
phil 4 13,1.286,0.0,0.249,0.0,0.0,0.0,0.0,0.12
over 20 years,1.238,0.238,0.083,0.0,0.0,0.0,0.0,0.12
from around the,1.234,0.119,0.166,0.0,0.0,0.0,0.0,0.12
states of america,1.199,0.238,0.083,0.0,0.0,0.0,0.0,0.12
twitter feed for,1.161,0.238,0.0,0.559,0.0,0.0,0.0,0.12
love to have,1.13,0.238,0.083,0.0,0.0,0.0,0.0,0.12
is the future,1.109,0.119,0.083,0.559,0.0,0.0,0.0,0.12
love the lord,1.106,0.238,0.083,0.0,0.0,0.0,0.0,0.12
is an independent,1.104,0.119,0.0,0.559,0.0,0.614,0.0,0.12
my country and,1.1,0.357,0.0,0.0,0.0,0.0,0.0,0.12
in the country,1.076,0.119,0.166,0.0,0.0,0.0,0.0,0.12
of the king,1.069,0.0,0.249,0.0,0.0,0.0,0.0,0.12
for the city,1.012,0.0,0.249,0.0,0.0,0.0,0.0,0.12
freedom of speech,1.008,0.238,0.0,0.559,0.0,0.0,0.0,0.12
we the people,1.005,0.357,0.0,0.0,0.0,0.0,0.0,0.12
mission is to,6.057,0.0,0.083,0.559,0.0,0.0,0.0,0.08
is dedicated to,2.847,0.119,0.083,0.0,0.0,0.0,0.0,0.08
not investment advice,1.98,0.238,0.0,0.0,0.0,0.0,0.0,0.08
owned and operated,1.859,0.0,0.166,0.0,0.0,0.0,0.0,0.08
we specialize in,1.835,0.0,0.166,0.0,0.0,0.0,0.0,0.08
commercial real estate,1.807,0.119,0.083,0.0,0.0,0.0,0.0,0.08
located in the,1.714,0.119,0.083,0.0,0.0,0.0,0.0,0.08
christ follower husband,1.46,0.238,0.0,0.0,0.0,0.0,0.0,0.08
high school sports,1.392,0.238,0.0,0.0,0.0,0.0,0.0,0.08
family friends and,1.267,0.0,0.166,0.0,0.0,0.0,0.0,0.08
love god my,1.26,0.0,0.083,0.0,0.0,0.614,0.0,0.08
glory to god,1.201,0.238,0.0,0.0,0.0,0.0,0.0,0.08
things through christ,1.164,0.0,0.166,0.0,0.0,0.0,0.0,0.08
god my family,1.128,0.0,0.083,0.0,0.0,0.614,0.0,0.08
proverbs 3 5-6,1.098,0.0,0.166,0.0,0.0,0.0,0.0,0.08
de coraz n,1.091,0.119,0.0,0.0,1.045,0.0,0.0,0.08
are not financial,1.029,0.119,0.083,0.0,0.0,0.0,0.0,0.08
god is great,1.016,0.119,0.083,0.0,0.0,0.0,0.0,0.08
page of the,3.394,0.0,0.083,0.0,0.0,0.0,0.0,0.04
your source for,3.043,0.0,0.083,0.0,0.0,0.0,0.0,0.04
god family country,2.208,0.119,0.0,0.0,0.0,0.0,0.0,0.04
she / her,2.12,0.119,0.0,0.0,0.0,0.0,0.0,0.04
source for all,2.05,0.119,0.0,0.0,0.0,0.0,0.0,0.04
do your own,1.798,0.119,0.0,0.0,0.0,0.0,0.0,0.04
twitter feed of,1.704,0.0,0.083,0.0,0.0,0.0,0.0,0.04
for the latest,1.6,0.0,0.083,0.0,0.0,0.0,0.0,0.04
us on instagram,1.572,0.0,0.083,0.0,0.0,0.0,0.0,0.04
real estate professional,1.534,0.0,0.083,0.0,0.0,0.0,0.0,0.04
back the blue,1.528,0.0,0.083,0.0,0.0,0.0,0.0,0.04
man of god,1.433,0.119,0.0,0.0,0.0,0.0,0.0,0.04
amante de la,1.286,0.0,0.083,0.0,0.0,0.0,0.0,0.04
1st team all,1.28,0.119,0.0,0.0,0.0,0.0,0.0,0.04
is to help,1.256,0.0,0.083,0.0,0.0,0.0,0.0,0.04
blessed to be,1.243,0.0,0.083,0.0,0.0,0.0,0.0,0.04
de la vida,1.216,0.0,0.083,0.0,0.0,0.0,0.0,0.04
live love laugh,1.21,0.119,0.0,0.0,0.0,0.0,0.0,0.04
love god family,1.186,0.0,0.083,0.0,0.0,0.0,0.0,0.04
jesus is my,1.186,0.119,0.0,0.0,0.0,0.0,0.0,0.04
and real estate,1.181,0.0,0.083,0.0,0.0,0.0,0.0,0.04
a 501 c,1.179,0.119,0.0,0.0,0.0,0.0,0.0,0.04
high school in,1.159,0.0,0.083,0.0,0.0,0.0,0.0,0.04
county high school,1.074,0.0,0.083,0.0,0.0,0.0,0.0,0.04
https //music apple,1.043,0.119,0.0,0.0,0.0,0.0,0.0,0.04
need help tweet,4.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help tweet us,4.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tweet us at,4.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
account for geo-targeted,4.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
job tweets in,4.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us at careerarc,4.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
our mission is,4.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follow us for,3.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
head football coach,2.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god bless america,2.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 0 gpa,2.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school football,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
your cash app,2.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
official page of,2.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not monitored 24/7,2.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http //www hudl,2.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
he / him,1.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visit our website,1.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketball coach at,1.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god family and,1.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
page for the,1.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
events and more,1.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the latest news,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
we are an,1.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a full service,1.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is a non-profit,1.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 5 gpa,1.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cash app account,1.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to your cash,1.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news alerts events,1.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alerts events and,1.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
father of 5,1.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us on facebook,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
your real estate,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
local news alerts,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is to provide,1.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 8 gpa,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don’t be late,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is a leading,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is committed to,1.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is not monitored,1.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the official page,1.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-metro need help,1.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in real estate,1.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and surrounding areas,1.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real estate needs,1.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school baseball,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
our goal is,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of christ husband,1.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organization dedicated to,1.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school c/o,1.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and more we’re,1.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the mission of,1.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
more we’re your,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
we’re your source,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is a nonprofit,1.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football coach at,1.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 7 gpa,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a real estate,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 0 gpa,1.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school athletics,1.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
head baseball coach,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dedicated to providing,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
securities offered through,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is the leading,1.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god bless the,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
account don’t be,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypto and nft,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
